SYMBOL HCC1954_BREAST
EGOT -0.1005
GHRLOS -0.1005
SNAR-A1 0.5968
SNAR-A2 0.5968
SNAR-A12 0.5968
KIAA1024L -0.0984
LOC100127888 0.2325
C10orf131 -0.4489
LOC100127983 1.7097
LOC100128023 0.4803
WWTR1-AS1 -0.1248
LOC100128054 -0.4489
LOC100128071 -0.1086
LOC100128076 0.2071
JAZF1-AS1 0.2788
LOC100128098 -0.2092
HGC6.3 -0.124
STAU2-AS1 0.8254
LOC100128164 -0.1142
LOC100128176 -0.0353
TMPO-AS1 -0.2415
LOC100128239 -0.5174
LOC100128252 0.2005
LOC100128264 0.1078
DNM1P35 -0.1519
LOC100128288 -0.1727
LOC100128292 -0.4893
BET3L -0.056
LOC100128338 -0.2144
LOC100128361 0.2071
C3orf74 -0.0985
FAM225B 0.2211
LOC100128398 -0.1831
LOC100128420 -0.1435
C20orf78 -1.1662
LOC100128505 0.2211
LOC100128511 -0.1933
LOC100128531 0.2231
LOC100128554 -0.3129
LOC100128568 -0.5913
C19orf71 -0.5938
LOC100128573 -0.202
SLC8A1-AS1 -0.0553
LOC100128593 0.1896
ACVR2B-AS1 -0.0465
LOC100128675 0.5556
LOC100128682 0.4053
LOC100128714 0.7964
OST4 -0.0507
LOC100128750 -1.1852
LOC100128770 -0.1449
LINC00476 0.195
LOC100128787 -0.0646
SRRM2-AS1 -0.1449
GPR158-AS1 -0.1522
LOC100128822 0.1365
LOC100128881 0.6249
FAM66B -1.2342
ZBTB42 -0.0445
LOC100128946 -1.0218
MAPT-AS1 -0.1669
LOC100128993 -1.1852
LOC100129027 0.6255
LOC100129034 0.2211
LOC100129046 -0.1077
LOC100129055 -0.1522
UNQ6494 0.2071
KTN1-AS1 -0.0023
LOC100129083 0.1704
KHDC1L -0.082
LOC100129138 -0.0864
LOC100129148 0.1687
LOC100129175 -0.477
MATN1-AS1 -0.1086
LOC100129213 -0.1933
LOC100129216 0.1043
LOC100129250 -0.4764
LOC100129269 -0.152
C1orf68 0.5586
LOC100129316 0.2071
LOC100129345 -0.0445
NRADDP -0.1201
GABPB1-AS1 -0.1554
FAM106CP -0.1727
MSTO2P 1.6991
RPL19P12 0.1841
LOC100129427 0.2561
DPY19L1P1 0.2381
CXorf28 0.6435
LOC100129480 -0.1005
ZNF37BP -0.5225
LINC00633 -0.1435
LOC100129518 -0.1043
LOC100129520 -0.1435
LOC100129534 -0.1549
LOC100129550 -0.1731
FAM47E 0.2178
LINC00462 -0.1634
LOC100129617 0.6457
LOC100129620 -0.0646
LOC100129636 0.2109
TCF24 0.1733
FGF13-AS1 -0.1435
ARRDC3-AS1 -0.095
LOC100129722 0.1896
LOC100129726 -0.0722
CCDC152 0.714
LOC100129794 0.3763
MRVI1-AS1 -0.4613
ZNF737 -0.1703
PCOLCE-AS1 0.1841
LOC100129858 -0.4929
SCXA -0.2144
LOC100129917 -0.1903
LOC100129924 -0.1086
LOC100129931 -0.119
LOC100129935 0.2071
LOC100129961 0.2171
HDAC6 0.5734
LOC100130000 0.6507
LOC100130015 0.6249
FTLP10 0.1964
LOC100130093 0.4176
MAPT-IT1 -0.1669
LOC100130155 0.1733
KIAA0494-AS1 -0.1086
LOC100130231 0.978
LOC100130238 -0.3129
LOC100130264 -1.1662
CCDC166 -0.2144
LOC100130275 0.2219
LOC100130298 0.1733
LOC100130301 0.8254
FAM48B1 0.1341
C17orf107 -0.1727
LOC100130331 0.4176
SCGB2B3P 0.5556
LOC100130348 0.2834
LOC100130357 0.2219
LINC00552 -0.1811
LOC100130417 -0.1549
CECR7 -0.1581
PP14571 -0.5887
LOC100130451 -0.477
LOC100130452 0.1223
LOC100130476 -0.0353
LOC100130480 0.1789
TMEM221 -0.1703
PARD6G-AS1 -0.5895
LOC100130539 -0.5225
LOC100130557 -0.1086
LOC100130581 -0.1322
CXorf64 -0.1435
LOC100130673 0.2381
LOC100130691 0.1982
LOC100130700 1.0717
LOC100130705 0.1828
CECR5-AS1 -0.1581
LRRC70 -0.434
LRRC69 1.4041
LOC100130744 0.7055
EFCAB10 0.6805
LOC100130776 0.2129
SGK110 0.2005
LOC100130849 0.2561
LOC100130855 -0.1413
LOC100130872 -0.1903
LOC100130880 0.1687
PSORS1C3 0.1699
TSTD3 -0.0618
LOC100130894 0.4385
LOC100130899 -0.5371
C17orf110 0.2035
ZNF663 0.252
LOC100130950 -0.1727
LOC100130954 0.1896
SYCE1L 0.5444
LOC100130964 0.2334
C6orf99 -0.1043
LOC100130987 -0.1556
C7orf72 0.2561
LOC100130992 -0.1933
LOC100131047 0.2143
LOC100131060 -0.0702
LOC100131067 -0.0887
LOC100131089 -0.1026
LOC100131094 -0.5938
LOC100131096 0.2035
ZBTB20-AS1 -0.1374
BSPH1 0.5968
LOC100131138 -0.2712
WDR86-AS1 0.1365
TSTD1 0.3834
KIAA1984-AS1 0.1896
RPL21P28 -0.1589
SNAP25-AS1 0.5118
TMEM194B 0.1223
ZNF503-AS2 -0.4893
LOC100131234 0.4458
ANKRD63 -0.1026
LOC100131257 0.2788
LOC100131289 0.2109
LOC100131320 0.2171
LOC100131347 0.1787
LINC00605 -0.0445
C11orf91 -0.1282
SP9 0.1982
LOC100131434 -0.1435
CD300LD 0.2035
DBIL5P -0.1727
LOC100131496 0.252
LOC100131551 0.4803
FKSG29 -0.1465
LOC100131564 -0.1077
LOC100131626 -0.5174
LOC100131635 0.5037
LOC100131655 -0.5895
LOC100131691 -0.1831
LOC100131726 1.2111
USP30-AS1 -0.2712
ARMCX4 -0.2272
PET100 -0.202
LINC00271 -0.0353
UBE2DNL -0.2272
LOC100131825 0.3834
ZNF717 -0.0953
FAM196B -0.1278
KRTAP25-1 0.2975
ZNF705G -1.2342
RRN3P3 -0.5528
LOC100132077 0.195
LOC100132078 -0.5174
HERC2P7 -0.1766
FAM66E -1.2342
LOC100132111 0.6238
LOC100132146 -0.1086
PHKA2-AS1 0.1962
LOC100132215 -0.0722
LOC100132247 -0.5528
LOC100132273 -0.5197
KIAA0664L3 -0.1827
LOC100132352 0.1736
LOC100132354 0.261
LOC100132356 0.714
KRTAP4-9 0.1955
ZNF705B -1.2342
GAGE12D 0.5734
NBPF10 0.9691
FCGR1C 0.9431
CLDN24 -0.5388
FAM99B -0.4974
KRTAP4-7 0.1955
LOC100132526 -0.1005
XGPY2 -3.5988
ZRANB2-AS1 -0.1315
BSN-AS2 -0.1201
LOC100132707 0.1078
CYP4F30P 0.2171
DCAF13P3 -0.1554
LOC100132735 -0.0353
LOC100132741 -0.2272
KDM4A-AS1 -0.1086
LOC100132781 0.195
LOC100132831 0.1553
LOC100132832 0.2015
LOC100132891 0.8254
DPH3P1 0.2325
FAM159B -0.472
FAM66D -1.1852
FAM27C 0.0736
CXorf68 -0.1985
GOLGA8DP -0.1565
LOC100132987 -0.4893
LOC100133050 -0.095
LOC100133091 0.2015
FAM27B 0.0736
LOC100133123 0.1358
UBE2Q2P3 0.8682
SPANXB2 -0.1435
FAM66A -1.1852
LINC00240 0.2109
SBF1P1 0.1733
LOC100133267 -1.1852
LOC100133286 0.4422
LOC100133308 -0.5225
HOXA-AS3 0.2788
LOC100133315 0.1043
LOC100133445 -0.1549
LOC100133461 -0.1322
MRPL23-AS1 -0.4974
LOC100133612 -0.1549
LOC100133669 -0.2996
LOC100133920 -0.0722
CD24 0.2109
LOC100133957 0.5734
LOC100133985 -0.0722
MAP3K14-AS1 -0.1322
UBOX5-AS1 0.5118
LOC100134229 0.1687
LOC100134259 -0.0722
LOC100134317 0.0976
LOC100134368 -0.2048
KCNJ18 -0.1498
NDUFB2-AS1 0.1687
LOC100134868 -1.1662
UBE2Q2P2 0.8682
TEN1 0.2035
UPK3BL 0.1841
JMJD7 -0.1554
PLA2G4B -0.1554
HDAC5 -0.1322
C17orf99 0.2035
LOC100144595 0.1982
LINC00029 0.2325
LOC100144597 0.2325
LOC100144602 0.1964
LOC100144603 -1.0218
LOC100144604 -0.129
KLLN -0.4489
PDCD6IP -0.0465
KRTAP20-4 0.2975
RNU4ATAC 0.2273
RNU6ATAC 0.1896
SCARNA9L 0.1962
PDCD6 1.8594
LOC100169752 -0.4605
PATE3 -0.5174
PEG3-AS1 0.2005
SNAR-A13 0.5968
DBIL5P2 -0.0722
BCL2L10 -0.1554
SNAR-B2 0.1704
SNAR-C2 0.5968
SNAR-C4 0.5968
SNAR-E 0.19
SNAR-H -0.0983
SNAR-I 1.6833
SNAR-C5 0.5968
SNAR-B1 0.1704
SNAR-C1 0.5968
SNAR-C3 0.5968
SNAR-D 0.1704
SNAR-G2 0.5968
SRRM5 0.4708
C19orf69 0.6058
C17orf96 0.1787
LOC100170939 -0.378
BCL2L11 0.2548
MIR1224 0.4365
MIR1225 -0.1449
TOMM6 0.261
LOC100188947 -0.4489
LINC00426 -0.1578
LINC00092 0.195
DNMBP-AS1 -0.4628
DCTN1-AS1 -0.0722
SH2B3 -0.2712
RAMP2-AS1 0.2036
TPT1-AS1 -0.1634
LOC100190940 -0.3129
C5orf52 -0.1454
LOC100190986 -0.8647
C2CD4D 0.6238
LOC100192204 -0.2092
ZFHX4-AS1 0.8675
PP12613 -0.1426
FLJ16779 0.2325
FLJ41941 -0.1581
LOC100192426 0.1789
CDH4 2.0444
GNE -0.4764
HCN4 -0.1519
LOC100216001 -0.1459
LOC100216479 0.2171
LOC100216545 0.1841
LOC100216546 0.1841
INSL5 -0.0702
FRAT1 -0.4489
PCED1B-AS1 -0.2452
TROAP -0.2452
LOC100240734 -0.2576
LOC100240735 -0.2576
MED16 -0.6245
PIGK -0.0996
LOC100268168 -0.1157
LOC100270679 -1.1662
LOC100270746 0.2109
LOC100270804 -1.1662
LOC100271702 0.4655
ARHGEF33 -0.0553
LOC100271722 -0.0098
LOC100271832 -0.0507
LOC100271836 -0.8647
ERVV-2 0.1675
MEF2B -0.1703
AIRN -0.1043
ZNRF2P2 0.2788
MTCP1NB -0.1985
LOC100272216 -2.7856
LOC100272217 0.1983
LOC100272228 -0.1435
LOC100286793 0.6507
BCDIN3D-AS1 -0.2452
LOC100286922 -0.502
VPS13A-AS1 0.2257
ANAPC1P1 -0.0641
LOC100287010 0.2669
LOC100287015 -1.2342
DDX11L10 1.061
LOC100287036 0.6249
LOC100287042 0.2035
DEFT1P2 -1.2342
LINC00421 -0.1578
LOC100287144 -0.119
LOC100287177 0.5321
LOC100287178 -0.119
LOC100287205 -0.119
SH3RF3-AS1 0.2352
LOC100287225 -0.5274
ZNF729 -0.1703
TIPARP-AS1 -0.1173
LOC100287238 -0.119
MANSC4 -1.1847
LOC100287314 -1.1858
LOC100287327 -0.119
PRSS46 -0.1086
LOC100287364 -0.119
LOC100287404 -0.119
PNMA6C -0.0905
LOC100287441 -0.119
LOC100287478 -0.119
LOC100287482 0.1828
LOC100287513 -0.119
LOC100287534 0.2005
ADPGK-AS1 -0.1519
LINC00173 -0.2712
LOXL1-AS1 -0.1519
LOC100287632 -0.056
LOC100287704 0.2561
LOC100287718 0.261
AP4B1-AS1 -0.0646
LINC00630 -0.2272
LOC100287792 -0.4732
LINC00582 0.4176
LOC100287846 -0.116
LOC100287879 -0.0697
TTC34 -0.1549
LGALS8-AS1 0.4176
TIMM23 -0.4917
LOC100287944 -0.2712
GM140 0.3973
LOC100288069 -0.1549
WTAPP1 1.286
LOC100288079 0.3973
LOC100288122 0.1789
LOC100288123 0.1786
LOC100288181 -0.2996
LOC100288198 -0.0378
KRTAP22-2 0.2975
KRTAP21-3 0.2975
LOC100288346 -0.5174
ERVMER34-1 0.2202
LOC100288428 -0.1005
LOC100288432 0.2975
MTRNR2L7 -0.1522
LOC100288520 -0.119
LOC100288524 0.8502
WHAMMP1 -0.2506
LOC100288637 -0.1893
PAN3-AS1 -0.1578
LOC100288748 1.3536
TMEM239 0.5118
FRG2C -0.0953
HYDIN2 0.9691
LOC100288814 0.1358
LOC100288842 0.2211
LOC100288846 -0.0229
LOC100288911 -0.0553
LOC100288974 -0.4893
MOXD2P 0.1687
LOC100289019 0.1983
LOC100289092 -0.1827
LOC100289137 -0.0076
FAM197Y5 -3.9458
GNG12-AS1 -0.0702
LOC100289187 0.1841
LINC00624 0.9691
LOC100289230 -0.095
LINC00675 -0.1727
LOC100289341 0.1896
LOC100289361 -0.1248
UBAC2-AS1 -0.1465
MCF2L-AS1 -0.1811
DEFB4B -1.2342
LOC100289473 0.8249
LOC100289495 -0.124
LOC100289509 -0.4628
LOC100289511 -0.0324
LOC100289561 0.1841
ZNF605 -0.3129
LOC100289650 0.223
LOC100289656 -0.1893
LOC100289673 1.021
ZNF783 0.1365
LOC100292680 0.4655
ZNF587B -0.1831
LOC100293534 0.2016
LOC100294145 0.6228
LOC100294362 0.2035
NHEG1 -0.0353
CDH5 0.4385
MIR1284 -0.0953
MIR1200 0.2381
MIR1468 0.0983
MIR1265 -0.2092
MIR320B1 -0.0646
MIR1286 -0.1581
MIR1538 0.4385
MIR1276 -0.1922
MIR1275 0.2248
MIR1288 -0.1727
MIR1471 -0.502
MIR1470 -0.1703
MIR1915 -0.1933
MIR302F -0.1235
MIR1182 0.4176
MIR1287 -0.4489
MIR1289-2 -0.0984
MIR320C1 -0.1493
MIR1252 -0.2308
MIR1914 0.2325
MIR1292 0.5118
MIR1537 0.4176
MIR1913 -0.124
MIR1246 0.1982
MIR1248 0.4365
MIR1912 -0.0841
MIR1247 -0.0445
MIR1249 -0.5197
MIR1296 -0.433
MIR1298 -0.0841
MIR1229 -0.2213
MIR1185-1 -0.0445
MIR1231 0.4212
MIR548F3 -0.0984
MIR1233-1 -1.8085
MIR1205 1.5635
MIR1278 0.3973
MIR2113 -0.0618
MIR1322 -1.175
MIR1257 0.2325
MIR320D2 -0.1435
MIR1206 1.5635
MIR1258 0.1036
MIR1307 -0.4628
MIR1207 1.5635
MIR1295A 0.3973
MIR1270-1 -0.1703
MIR1279 -0.2308
MIR1272 -0.1413
MIR1204 1.5635
MIR548I3 -1.2342
MIR1297 -0.1634
MIR1243 -0.1146
MIR1976 -0.1589
MIR548I4 -0.1435
MIR320C2 -0.1493
MIR1234 0.289
MIR1306 -0.1581
MIR1228 -0.2576
MIR1266 -0.1554
MIR548I1 -0.0718
MIR1283-2 0.4464
MIR1253 -0.1727
MIR1185-2 -0.0445
MIR1909 0.1786
MIR1203 -0.133
MIR1324 -0.0953
MIR1181 -0.18
MIR1277 -0.1435
MIR1827 -0.8043
MIR1245A 0.1223
MIR1293 -0.2452
MIR1291 -0.2452
MIR1911 -0.0841
MIR2110 -0.4605
MIR2053 1.907
MIR1238 -0.18
MIR1250 0.2035
MIR1226 -0.1201
MIR664 0.4176
MIR1179 -0.1922
MIR1260A -0.0324
MIR1281 -0.5371
MIR103B1 -0.1278
MIR548F5 0.1553
MIR1304 0.3102
MIR1236 0.2016
MIR1972-1 0.4385
MIR1301 -0.1042
MIR1197 -0.0445
MIR1264 -0.0841
MIR1282 -0.1554
MIR1323 0.4464
MIR1180 -0.1498
MIR1539 -0.5274
MIR1469 0.4418
MIR2052 0.8675
MIR1910 0.6457
MIR1908 0.2834
MIR1283-1 0.4464
MIR2054 -0.4965
MIR1305 -0.5388
MIR1178 -0.3129
MIR548I2 -0.119
MIR1262 -0.0702
MIR1237 0.2834
MIR1208 1.5635
MIR103B2 0.5118
MIR1227 -0.5938
MIR1251 -0.2415
MIR1973 -0.5337
RASAL2-AS1 0.3973
LOC100302640 -0.1157
BRE-AS1 -0.0507
GPR75-ASB3 -0.0722
LINC00184 0.4176
FTX -0.2272
TMED7-TICAM2 1.7753
PCNA-AS1 0.5118
FAS-AS1 -0.4489
SNORA80B -0.0778
NCRUPAR -0.0887
TSNAX-DISC1 0.4176
ZEB2-AS1 -0.1223
SLC25A5-AS1 -0.1435
LOC100303749 -0.472
PET117 -1.1662
PITPNA-AS1 -0.1727
NDUFAF4P1 -0.1554
OTX2-AS1 -0.0023
SPDYE2L 0.1841
MIR320B2 0.4176
MIR548K 1.1943
MIR548F2 -0.477
MIR548M -0.2272
MIR670 -0.4946
MIR759 -0.1634
MIR2117 -0.1322
MIR2278 0.195
MIR718 -0.0905
MIR663B 0.2171
MIR762 -0.1827
MIR764 -0.0841
MIR2114 -0.1435
MIR548Q -0.5406
MIR2276 -0.1578
MIR711 -0.1201
MIR548H4 0.1733
MIR2116 -0.1413
MIR2277 -0.095
MIR761 -0.1086
MIR548F4 0.1365
MIR320D1 -0.1634
MIR548J 0.6015
MIR449C -0.434
MIR548G -0.0787
HOTTIP 0.2788
SAP25 0.1841
GCSHP3 -0.477
TRPC5OS -0.2272
LOC100335030 -0.2452
SNORA70F 0.1982
CSN1S2BP 0.2099
LINC00102 0.6435
CHAF1A -0.5938
SNORA70G -0.2308
SNORA70D 0.5444
MACROD2-AS1 -0.3527
TMED11P -0.1903
LOC100379224 0.1914
BOK-AS1 -0.5887
SNORA70E 0.2631
NPPA-AS1 -0.1549
MIR181A2HG 0.2211
BACE1-AS -0.5174
GRIK1-AS2 0.2975
PARP2 0.4851
ZBED6 0.4212
PARP3 -0.0985
CDH6 0.714
TOM1L1 -0.133
LOC100419868 -0.1522
HMGXB4 -0.5419
LOC100422737 -0.056
MIR4300 0.2631
MIR3128 0.1982
MIR3160-2 -0.1326
MIR4274 -0.119
MIR3160-1 -0.1326
MIR4287 -1.1852
MIR4319 -0.5274
MIR3191 0.19
MIR3188 -0.1703
MIR3183 -0.1727
MIR1193 -0.0445
MIR3119-1 0.3973
MIR4317 0.1789
MIR3074 0.195
MIR1233-2 -1.8085
MIR514B -0.1435
MIR548T -0.5503
MIR4316 0.2035
MIR3182 0.6457
MIR3187 -0.6245
MIR4301 -0.5174
MIR3123 0.3615
MIR4318 -0.5124
MIR4285 0.1841
MIR3136 -0.059
MIR4292 0.1896
MIR4306 -0.1465
MIR4265 0.2352
MIR4320 -0.5274
MIR3115 -0.1008
MIR378C -0.5688
MIR4270 -0.1005
MIR3152 1.5205
MIR3117 -0.0702
MIR4297 -0.5688
MIR4279 0.714
MIR3192 -1.1662
MIR3148 -1.1852
MIR3202-2 -0.0905
MIR3124 0.3409
MIR3162 0.2834
MIR3170 -0.1465
MIR3120 0.3973
MIR4325 1.0895
MIR4280 -0.095
MIR4264 0.4818
MIR3194 0.252
MIR4327 0.2975
MIR3157 -0.4489
MIR3154 0.1983
MIR4260 0.4212
MIR4294 -0.4917
MIR3140 -0.0607
MIR4302 -1.2036
MIR4255 -0.1086
MIR3190 0.19
MIR3158-1 -0.4628
MIR4288 -1.1852
MIR3193 -0.0692
MIR4311 -0.1413
MIR3156-2 0.1789
MIR3129 0.1223
MIR4295 -0.4605
MIR2861 0.8683
MIR500B 0.5734
MIR3200 0.2597
MIR320E 0.19
MIR4253 -0.1008
MIR3065 0.2035
MIR3201 -1.2364
MIR3167 -0.5174
MIR1972-2 0.4385
MIR548W 0.4385
MIR4303 -0.2415
MIR4322 -0.18
MIR4291 0.195
MIR3127 0.2453
MIR4261 -0.0778
MIR4330 -0.0905
MIR4304 -0.3129
MIR4328 -0.2272
MIR3143 0.2109
MIR3153 0.2071
MIR4275 -0.554
MIR3142 -0.1454
MIR3147 0.2561
MIR4305 -0.1634
MIR4272 -0.0697
MIR3189 -0.1703
MIR3186 -0.1219
MIR4326 0.2325
MIR3122 0.4152
MIR4284 0.2015
MIR3141 -0.1408
MIR4271 -0.1201
MIR3165 0.1043
MIR4309 -0.0445
MIR4273 -0.0953
MIR3131 -0.477
MIR4268 -0.477
MIR4281 -0.1514
MIR4290 0.2071
MIR3150A 1.3536
MIR4263 -0.0507
MIR4277 2.0809
MIR3146 0.2788
MIR4251 -0.1549
MIR2909 0.1787
MIR4312 -0.1413
MIR3169 -0.1797
MIR3178 -0.1449
MIR4252 -0.1549
MIR4256 -0.0646
MIR3185 -0.133
MIR4324 0.1704
MIR4323 0.6058
MIR3173 -0.0445
MIR4314 -0.1727
MIR4308 -0.0023
MIR3125 -0.0778
MIR3202-1 -0.0905
MIR3156-1 -0.5225
MIR3155A -0.2108
MIR3134 -0.1731
MIR1260B 0.5495
MIR3151 1.2645
MIR3130-1 -0.477
MIR4267 0.2352
MIR3175 -0.129
MIR4262 -0.0778
MIR4257 0.9431
MIR3199-2 0.6015
MIR4278 0.7055
MIR3145 -0.0353
MIR3130-2 -0.477
MIR3184 0.1993
MIR4282 -0.082
MIR4329 -0.2272
MIR3119-2 0.3973
MIR3138 -0.113
MIR3177 -0.1449
MIR4310 -0.1554
MIR3196 0.2325
MIR4289 0.2071
MIR3156-3 -0.6657
MIR4307 0.3763
MIR4258 0.6306
MIR4298 -0.4974
MIR3197 0.3946
MIR1270-2 -0.1703
MIR3198-1 -0.1581
MIR4299 -0.4613
MIR4266 0.2352
MIR4254 -0.1086
MIR3126 -0.0722
MIR4321 -0.5938
MIR3121 0.3973
MIR3158-2 -0.4628
MIR3199-1 0.6015
MIR4313 -0.1519
MIR2355 -0.477
MIR3176 -0.2048
MIR3132 -0.477
MIR4296 -0.4605
MIR4276 -0.0111
MIR4269 -0.5887
IGLL5 0.6493
TOM1 -0.5419
KLRF2 -1.1433
SH2D3C 0.8683
SH2D3A -0.202
MAMLD1 -2.5174
MINOS1P1 -0.1174
MTRNR2L1 -0.1498
MTRNR2L2 -0.0887
MTRNR2L3 1.0895
MTRNR2L4 -0.1449
MTRNR2L5 -0.0153
MTRNR2L6 0.1687
MTRNR2L8 -0.4613
MTRNR2L10 0.2224
CST8 -1.1662
RANBP9 0.2219
DNAJB6 0.1297
LOC100498859 -0.1173
THAP9-AS1 0.2257
LOC100499183 1.2645
LOC100499194 0.2273
LOC100499227 -0.5174
LOC100499405 -1.1433
LINC00674 0.6714
LINC00673 0.7259
C9orf174 0.195
LOC100499484 0.195
LOC100499489 -0.1933
CDH7 -0.5576
SLC17A4 0.2109
LOC100500773 1.3536
MIR3659 -0.1086
MIR3685 -0.2359
MIR3919 -0.1173
MIR3654 0.2561
MIR3607 -0.0887
MIR374C -0.2272
MIR3917 -0.1589
MIR23C 0.1962
MIR3620 0.4176
MIR3621 0.1896
MIR3677 -0.1449
MIR3646 0.252
MIR3616 0.252
MIR3649 0.4655
MIR3612 -0.3129
MIR3945 -0.5388
MIR3609 0.1841
MIR3655 -0.0984
MIR3910-1 0.2071
MIR3920 0.7357
MIR3650 0.714
MIR3660 -0.095
MIR3909 -0.5419
MIR3614 -0.133
MIR3619 -0.0098
MIR3943 0.2745
MIR550B2 0.2381
MIR3912 -0.1278
MIR3658 0.3973
MIR3653 0.2597
MIR3924 -0.4577
MIR3907 0.1365
MIR3914-1 0.2015
MIR3606 0.1223
MIR3926-2 -1.1852
MIR3656 -0.5174
MIR3678 0.2035
MIR3652 -0.3114
MIR3922 -0.2712
MIR3664 0.1043
MIR642B 0.5321
MIR3689A 0.1896
MIR3615 0.2035
MIR3916 0.3493
MIR3682 -0.0722
MIR3918 -0.1043
MIR3180-4 -0.1449
MIR3605 -0.1086
MIR3671 -0.0702
MIR548Z -0.2308
MIR3939 -0.124
MIR3622A -1.1852
MIR3921 -0.0913
MIR3618 -0.1581
MIR3665 -0.146
MIR548AA1 1.981
