SYMBOL HCC1143_BREAST
UCKL1-AS1 0.0788
SNORD127 0.2037
SNORD124 -0.7577
SNORD126 0.122
SNORD11B -0.1317
SNORD12B 0.0825
SNORD111B -0.2529
LINC00577 0.23
LINC00583 -1.6165
TMEM170B -0.017
SNORD58C -0.2049
SCARNA27 -0.017
SNORA84 -0.2308
SNORA36C -0.1351
SNORA38B 0.6233
SNORA70B 0.2584
SNORA70C -0.2395
SNORA11B 0.5738
SNORA11C -0.1706
LOC100124692 -0.2028
HOTAIR -0.1856
ZGLP1 -0.3103
FAM86JP 0.3009
FMR1-AS1 0.3771
MIR298 0.0788
MIR300 0.0813
VTRNA2-1 0.2271
MIR509-2 0.3771
MIR450B 1.1331
MIR890 0.3771
MIR891B 0.3771
MIR888 0.3771
MIR892B 0.3771
MIR541 0.0813
MIR875 0.6882
MIR876 0.6593
MIR147B 0.1317
MIR744 0.0434
MIR877 0.4858
MIR665 0.0813
MIR873 0.6593
MIR374B 1.2692
MIR301B 0.7641
MIR216B 0.2584
MIR920 -0.208
MIR922 0.7571
MIR934 1.1331
MIR935 0.0711
MIR936 -0.2343
MIR938 0.4873
MIR940 -0.0198
MIR941-1 0.0788
MIR941-4 0.0788
MIR942 -0.1941
MIR943 -0.2864
MIR708 -0.1784
MIR885 -0.1496
MIR543 0.0813
MIR208B 0.1658
MIR509-3 0.3771
MIR937 1.1607
MIR941-2 0.0788
MIR944 0.5041
MIR891A 0.3771
MIR892A 0.3771
MIR874 0.2271
MIR889 0.0813
MIR190B -0.1319
MIR760 -0.1457
MIR921 -0.0996
MIR933 -0.1688
MIR939 1.1607
MIR941-3 0.0788
MIR365A 0.4361
MIR365B -0.3234
SNAR-G1 0.116
SNAR-F 0.116
LOC100126784 -0.1746
EGOT -0.1256
GHRLOS -0.1496
SNAR-A1 0.116
SNAR-A2 0.116
SNAR-A12 0.116
KIAA1024L 0.2271
LOC100127888 0.0788
C10orf131 -0.2343
LOC100127983 0.7381
LOC100128023 0.5041
WWTR1-AS1 0.5336
LOC100128054 -0.1834
LOC100128071 -0.2476
LOC100128076 -0.2308
JAZF1-AS1 -0.1622
LOC100128098 0.7633
HGC6.3 0.2103
STAU2-AS1 0.7302
LOC100128164 0.7
LOC100128176 0.2103
TMPO-AS1 -0.2183
LOC100128239 -2.3504
LOC100128252 0.029
LOC100128264 -0.9068
DNM1P35 0.3939
LOC100128288 0.0644
LOC100128292 -0.1834
BET3L 0.2402
LOC100128338 1.1607
LOC100128361 -0.3091
C3orf74 -0.7285
FAM225B -0.2161
LOC100128398 0.029
LOC100128420 1.1331
C20orf78 0.8102
LOC100128505 -0.2395
LOC100128511 0.9346
LOC100128531 0.6458
LOC100128554 0.173
LOC100128568 -0.3248
C19orf71 -0.2996
LOC100128573 -0.3248
SLC8A1-AS1 0.2696
LOC100128593 -0.3115
ACVR2B-AS1 -0.1765
LOC100128675 0.0885
LOC100128682 0.0885
LOC100128714 0.1109
OST4 -0.1393
LOC100128750 -0.7584
LOC100128770 0.1872
LINC00476 -0.2396
LOC100128787 -0.1216
SRRM2-AS1 0.1872
GPR158-AS1 0.9346
LOC100128822 -0.8382
LOC100128881 -0.0235
FAM66B 0.4206
ZBTB42 1.677
LOC100128946 0.5564
MAPT-AS1 0.329
LOC100128993 -0.72
LOC100129027 1.3771
LOC100129034 -0.2395
LOC100129046 -0.1457
LOC100129055 0.5638
UNQ6494 -0.2308
KTN1-AS1 0.2037
LOC100129083 0.0468
KHDC1L 0.2248
LOC100129138 -0.6685
LOC100129148 -0.249
LOC100129175 -0.1601
MATN1-AS1 -0.2476
LOC100129213 0.8442
LOC100129216 -0.1563
LOC100129250 -0.1419
LOC100129269 -0.1941
C1orf68 -0.0413
LOC100129316 -0.2308
LOC100129345 0.0673
NRADDP -0.7285
GABPB1-AS1 0.1317
FAM106CP 1.4051
MSTO2P 0.8754
RPL19P12 -0.8113
LOC100129427 0.8309
DPY19L1P1 -0.1622
CXorf28 -1.3049
LOC100129480 -0.1496
ZNF37BP 0.434
LINC00633 1.1331
LOC100129518 0.2103
LOC100129520 1.1372
LOC100129534 0.1477
LOC100129550 0.3009
FAM47E -0.6279
LINC00462 -0.7649
LOC100129617 -0.2277
LOC100129620 -0.1216
LOC100129636 -0.8337
TCF24 0.7868
FGF13-AS1 1.1331
ARRDC3-AS1 0.2275
LOC100129722 -0.3115
LOC100129726 0.2348
CCDC152 0.2237
LOC100129794 0.2057
MRVI1-AS1 -0.119
ZNF737 -0.2966
PCOLCE-AS1 -0.8113
LOC100129858 -0.7487
SCXA 1.1607
LOC100129917 -0.2864
LOC100129924 -0.1987
LOC100129931 -0.2864
LOC100129935 0.0863
LOC100129961 -0.1954
HDAC6 -1.2158
LOC100130000 -0.0907
LOC100130015 -0.0235
FTLP10 -0.6423
LOC100130093 0.1421
MAPT-IT1 0.329
LOC100130155 0.7868
KIAA0494-AS1 -0.1987
LOC100130231 1.1774
LOC100130238 0.1865
LOC100130264 0.8102
CCDC166 1.1607
LOC100130275 -0.017
LOC100130298 0.7868
LOC100130301 0.7302
FAM48B1 -1.3049
C17orf107 0.1042
LOC100130331 0.3596
SCGB2B3P 0.0885
LOC100130348 0.0756
LOC100130357 -0.017
LINC00552 -0.181
LOC100130417 0.1477
CECR7 0.7641
PP14571 -0.2134
LOC100130451 -0.1601
LOC100130452 -0.1317
LOC100130476 0.2283
LOC100130480 1.0275
TMEM221 0.1591
PARD6G-AS1 0.6686
LOC100130539 0.434
LOC100130557 -0.2476
LOC100130581 0.1024
CXorf64 1.1372
LOC100130673 -0.1622
LOC100130691 -0.1224
LOC100130700 0.206
LOC100130705 -0.8107
CECR5-AS1 0.7641
LRRC70 0.2395
LRRC69 0.7381
LOC100130744 0.7977
EFCAB10 -0.8113
LOC100130776 0.733
SGK110 0.0794
LOC100130849 0.8922
LOC100130855 0.5836
LOC100130872 -0.2864
LOC100130880 -0.249
PSORS1C3 0.4858
TSTD3 0.23
LOC100130894 -0.2529
LOC100130899 0.5206
C17orf110 0.6946
ZNF663 0.0825
LOC100130950 0.1042
LOC100130954 -0.3115
SYCE1L -0.1862
LOC100130964 -0.2104
C6orf99 0.2103
LOC100130987 0.1832
C7orf72 0.8309
LOC100130992 0.9346
LOC100131047 0.3245
LOC100131060 -0.1271
LOC100131067 0.1966
LOC100131089 0.1878
LOC100131094 -0.2996
LOC100131096 0.6946
ZBTB20-AS1 0.3009
BSPH1 0.116
LOC100131138 -0.2525
WDR86-AS1 -0.8382
TSTD1 -0.0996
KIAA1984-AS1 -0.3115
RPL21P28 -0.2476
SNAP25-AS1 0.6849
TMEM194B -0.1317
ZNF503-AS2 -0.1881
LOC100131234 0.3631
ANKRD63 0.1878
LOC100131257 -0.127
LOC100131289 -0.8337
LOC100131320 -0.0745
LOC100131347 -0.8662
LINC00605 0.0813
C11orf91 -0.1626
SP9 -0.1688
LOC100131434 0.312
CD300LD 0.6946
DBIL5P 0.1042
LOC100131496 0.0825
LOC100131551 0.5041
FKSG29 0.4262
LOC100131564 -0.1457
LOC100131626 -0.8263
LOC100131635 0.5041
LOC100131655 0.6686
LOC100131691 0.029
LOC100131726 1.1774
USP30-AS1 -0.2525
ARMCX4 0.2986
PET100 -0.3248
LINC00271 0.1971
UBE2DNL 1.2692
LOC100131825 -0.0996
ZNF717 -0.6336
FAM196B 0.6253
KRTAP25-1 -0.5415
ZNF705G 0.4206
RRN3P3 0.4361
LOC100132077 -0.2396
LOC100132078 -0.8263
HERC2P7 0.1109
FAM66E -0.5365
LOC100132111 -0.0441
LOC100132146 -0.719
PHKA2-AS1 -1.3049
LOC100132215 0.835
LOC100132247 0.4361
LOC100132273 0.5119
KIAA0664L3 0.3945
LOC100132352 3e-04
LOC100132354 0.3245
LOC100132356 0.2237
KRTAP4-9 -0.7577
ZNF705B -0.5365
GAGE12D -1.2158
NBPF10 -0.0907
FCGR1C -0.0907
CLDN24 -0.8051
FAM99B -0.2461
KRTAP4-7 -0.7577
LOC100132526 -0.1496
XGPY2 -3.1918
ZRANB2-AS1 -0.1271
BSN-AS2 -0.7285
LOC100132707 -0.9068
CYP4F30P -0.1954
DCAF13P3 0.1317
LOC100132735 0.2283
LOC100132741 0.4757
KDM4A-AS1 -0.1987
LOC100132781 -0.2396
LOC100132831 -1.3049
LOC100132832 -0.5948
LOC100132891 0.7302
DPH3P1 0.0788
FAM159B 0.2395
FAM66D -0.4261
FAM27C -0.101
CXorf68 0.9974
GOLGA8DP 0.162
LOC100132987 -0.1834
LOC100133050 0.2275
LOC100133091 -0.596
FAM27B -0.101
LOC100133123 -1.3049
UBE2Q2P3 1.3463
SPANXB2 0.3771
FAM66A -0.4261
LINC00240 -0.8337
SBF1P1 0.7868
LOC100133267 -0.4261
LOC100133286 -0.3799
LOC100133308 0.434
HOXA-AS3 -0.1622
LOC100133315 -0.1563
LOC100133445 0.1477
LOC100133461 -0.2864
MRPL23-AS1 -0.2461
LOC100133612 0.1477
LOC100133669 1.1607
LOC100133920 -0.1351
CD24 0.1396
LOC100133957 -1.2158
LOC100133985 -0.1351
MAP3K14-AS1 0.1451
UBOX5-AS1 0.6849
LOC100134229 -0.249
LOC100134259 0.2608
LOC100134317 0.5212
LOC100134368 -0.0198
KCNJ18 0.1224
NDUFB2-AS1 -0.249
LOC100134868 0.9033
UBE2Q2P2 1.3463
TEN1 0.6946
UPK3BL -0.8113
JMJD7 0.1878
PLA2G4B 0.1878
HDAC5 0.1024
C17orf99 0.6946
LOC100144595 -0.1412
LINC00029 0.0788
LOC100144597 0.0788
LOC100144602 -0.6423
LOC100144603 0.5564
LOC100144604 0.422
KLLN -0.1834
PDCD6IP -0.0562
KRTAP20-4 -0.5415
RNU4ATAC -0.0745
RNU6ATAC -0.3115
SCARNA9L -1.3049
PDCD6 0.9033
LOC100169752 -0.2021
PATE3 -0.8229
PEG3-AS1 0.029
SNAR-A13 0.116
DBIL5P2 0.835
BCL2L10 0.1317
SNAR-B2 0.116
SNAR-C2 0.116
SNAR-C4 0.116
SNAR-E 0.116
SNAR-H -0.081
SNAR-I 0.5041
SNAR-C5 0.116
SNAR-B1 0.116
SNAR-C1 0.116
SNAR-C3 0.116
SNAR-D 0.116
SNAR-G2 0.116
SRRM5 0.1806
C19orf69 0.1806
C17orf96 -0.8662
LOC100170939 0.2395
BCL2L11 -0.0745
MIR1224 0.5041
MIR1225 -0.0198
TOMM6 0.3245
LOC100188947 -0.1834
LINC00426 -0.8299
LINC00092 -0.2396
DNMBP-AS1 -0.2343
DCTN1-AS1 -0.081
SH2B3 -0.2525
RAMP2-AS1 -0.7623
TPT1-AS1 -0.7649
LOC100190940 0.1
C5orf52 0.3371
LOC100190986 0.4361
C2CD4D -0.0441
LOC100192204 0.7633
ZFHX4-AS1 0.7302
PP12613 -0.7487
FLJ16779 0.0788
FLJ41941 0.7641
LOC100192426 1.3464
CDH4 0.0788
GNE -0.1419
HCN4 0.3939
LOC100216001 0.856
LOC100216479 -0.0745
LOC100216545 -0.8113
LOC100216546 -0.8113
INSL5 -0.1271
FRAT1 -0.2343
PCED1B-AS1 -0.2149
TROAP -0.2149
LOC100240734 -0.1856
LOC100240735 -0.1856
MED16 -0.2766
PIGK -0.1129
LOC100268168 0.6253
LOC100270679 0.8277
LOC100270746 -0.8337
LOC100270804 0.8102
LOC100271702 -0.2893
ARHGEF33 0.2696
LOC100271722 0.5701
LOC100271832 -0.1393
LOC100271836 0.4361
ERVV-2 0.549
MEF2B 0.1591
AIRN 0.2103
ZNRF2P2 -0.1622
MTCP1NB 0.9974
LOC100272216 0.2395
LOC100272217 -0.3115
LOC100272228 0.312
LOC100286793 -0.0907
BCDIN3D-AS1 -0.2149
LOC100286922 -0.2134
VPS13A-AS1 -0.2308
ANAPC1P1 -0.0777
LOC100287010 0.4571
LOC100287015 -0.9297
DDX11L10 -0.0198
LOC100287036 -0.2277
LOC100287042 0.6946
DEFT1P2 -0.9297
LINC00421 -0.2175
LOC100287144 -0.2709
LOC100287177 0.116
LOC100287178 -0.2709
LOC100287205 -0.2709
SH3RF3-AS1 -0.0745
LOC100287225 -0.2049
ZNF729 -0.2966
TIPARP-AS1 0.5336
LOC100287238 -0.2709
MANSC4 -0.208
LOC100287314 -0.2149
LOC100287327 -0.2709
PRSS46 -0.719
LOC100287364 -0.2709
LOC100287404 -0.2709
PNMA6C 0.312
LOC100287441 -0.2709
LOC100287478 -0.2709
LOC100287482 -0.8107
LOC100287513 -0.2709
LOC100287534 0.5857
ADPGK-AS1 0.3939
LINC00173 -0.2633
LOXL1-AS1 0.3939
LOC100287632 0.2402
LOC100287704 -0.6287
LOC100287718 0.3245
AP4B1-AS1 -0.1941
LINC00630 0.2986
LOC100287792 0.8639
LINC00582 0.1342
LOC100287846 0.7868
LOC100287879 -0.6857
TTC34 0.1477
LGALS8-AS1 0.3596
TIMM23 0.4577
LOC100287944 -0.2525
GM140 -0.0667
LOC100288069 0.1477
WTAPP1 -0.6877
LOC100288079 -0.0667
LOC100288122 -0.0202
LOC100288123 -0.2766
LOC100288181 1.1607
LOC100288198 0.2226
KRTAP22-2 -0.5415
KRTAP21-3 -0.5415
LOC100288346 -0.8263
ERVMER34-1 -0.006
LOC100288428 -0.1256
LOC100288432 0.349
MTRNR2L7 0.5638
LOC100288520 -0.2709
LOC100288524 -0.2419
WHAMMP1 0.1109
LOC100288637 0.1109
PAN3-AS1 0.3432
LOC100288748 0.7381
TMEM239 0.6849
FRG2C -0.6336
HYDIN2 -0.0907
LOC100288814 -1.3049
LOC100288842 -0.2395
LOC100288846 0.2057
LOC100288911 -0.1111
LOC100288974 -0.1834
MOXD2P -0.2028
LOC100289019 -0.3115
LOC100289092 0.414
LOC100289137 -0.1419
FAM197Y5 -4.9126
GNG12-AS1 -0.1271
LOC100289187 -0.8113
LINC00624 -0.0907
LOC100289230 0.2275
LINC00675 0.0434
LOC100289341 -0.3115
LOC100289361 0.5336
UBAC2-AS1 0.4262
MCF2L-AS1 -0.181
DEFB4B -0.9051
LOC100289473 0.6849
LOC100289495 0.2103
LOC100289509 -0.2343
LOC100289511 0.1335
LOC100289561 -0.8113
ZNF605 0.1865
LOC100289650 0.1806
LOC100289656 0.1109
LOC100289673 0.2331
ZNF783 -0.8382
LOC100292680 -0.2893
ZNF587B 0.029
LOC100293534 0.6568
LOC100294145 0.1569
LOC100294362 0.6552
NHEG1 0.2283
CDH5 -0.1906
MIR1284 -0.6802
MIR1200 -0.1622
MIR1468 0.8094
MIR1265 0.7633
MIR320B1 -0.1941
MIR1286 0.7641
MIR1538 -0.1906
MIR1276 0.4276
MIR1275 0.1572
MIR1288 0.1926
MIR1471 -0.2088
MIR1470 2.5475
MIR1915 0.9346
MIR302F -0.1161
MIR1182 0.1342
MIR1287 -0.2343
MIR1289-2 0.2271
MIR320C1 -0.0202
MIR1252 -0.1009
MIR1914 0.0788
MIR1292 0.6849
MIR1537 0.3596
MIR1913 0.2103
MIR1246 -0.1688
MIR1248 0.5041
MIR1912 0.3033
MIR1247 0.0813
MIR1249 0.5701
MIR1296 0.572
MIR1298 0.3033
MIR1229 0.6311
MIR1185-1 0.0813
MIR1231 0.1633
MIR548F3 0.2271
MIR1233-1 -1.5792
MIR1205 1.1406
MIR1278 0.321
MIR2113 0.23
MIR1322 -0.8804
MIR1257 0.0788
MIR320D2 0.3771
MIR1206 1.1406
MIR1258 -0.1224
MIR1307 -0.2343
MIR1207 1.1406
MIR1295A -0.0422
MIR1270-1 1.4449
MIR1279 1.3963
MIR1272 0.5836
MIR1204 1.1406
MIR548I3 -0.5365
MIR1297 -0.7649
MIR1243 -0.7553
MIR1976 -0.2476
MIR548I4 0.3771
MIR320C2 -0.1952
MIR1234 1.1607
MIR1306 0.7641
MIR1228 0.733
MIR1266 0.1317
MIR548I1 0.3009
MIR1283-2 0.4743
MIR1253 0.1042
MIR1185-2 0.0813
MIR1909 -0.2766
MIR1203 0.0843
MIR1324 -0.6336
MIR1181 -0.3103
MIR1277 1.7059
MIR1827 -0.26
MIR1245A -0.1224
MIR1293 -0.2149
MIR1291 -0.2149
MIR1911 0.3033
MIR2110 -0.1965
MIR2053 1.4127
MIR1238 -0.3103
MIR1250 0.6552
MIR1226 -0.7285
MIR664 0.9421
MIR1179 0.4276
MIR1260A 0.1514
MIR1281 0.5206
MIR103B1 0.7446
MIR548F5 -1.3049
MIR1304 -0.7075
MIR1236 0.6568
MIR1972-1 -0.1906
MIR1301 -0.2456
MIR1197 0.0813
MIR1264 0.3033
MIR1282 0.1878
MIR1323 0.0834
MIR1180 0.1306
MIR1539 -0.2049
MIR1469 0.422
MIR2052 0.7302
MIR1910 -0.2277
MIR1908 -0.2597
MIR1283-1 0.0834
MIR2054 -0.7487
MIR1305 -0.8051
MIR1178 -0.2633
MIR548I2 -0.2709
MIR1262 -0.1271
MIR1237 -0.2493
MIR1208 1.1406
MIR103B2 0.6849
MIR1227 -0.2766
MIR1251 -0.2183
MIR1973 -0.7487
RASAL2-AS1 -0.0529
LOC100302640 0.3009
BRE-AS1 -0.1393
GPR75-ASB3 0.2584
LINC00184 0.3596
FTX 1.2692
TMED7-TICAM2 0.1652
PCNA-AS1 0.6849
FAS-AS1 -0.1834
SNORA80B -0.1721
NCRUPAR 0.2271
TSNAX-DISC1 0.1342
ZEB2-AS1 -0.1681
SLC25A5-AS1 1.088
LOC100303749 0.2395
PET117 0.8102
PITPNA-AS1 0.1042
NDUFAF4P1 0.1317
OTX2-AS1 0.1335
SPDYE2L -0.8113
MIR320B2 0.1421
MIR548K 1.6316
MIR548F2 -0.1601
MIR548M 1.2692
MIR670 -0.1402
MIR759 -0.7649
MIR2117 0.1024
MIR2278 -0.2396
MIR718 0.7122
MIR663B -0.1954
MIR762 0.3945
MIR764 0.3033
MIR2114 0.312
MIR548Q -0.1965
MIR2276 0.3432
MIR711 -0.7285
MIR548H4 0.7868
MIR2116 0.5836
MIR2277 0.2275
MIR761 -0.1801
MIR548F4 -0.8382
MIR320D1 -0.7649
MIR548J 0.6048
MIR449C 0.2395
MIR548G -0.7553
HOTTIP -0.1622
SAP25 -0.8113
GCSHP3 -0.1317
TRPC5OS 0.3033
LOC100335030 -0.2149
SNORA70F -0.0585
CSN1S2BP -0.6279
LINC00102 -1.3049
CHAF1A -0.2996
SNORA70G 1.3963
SNORA70D -0.2529
MACROD2-AS1 0.8102
TMED11P -0.2864
LOC100379224 0.1806
BOK-AS1 -0.2134
SNORA70E -0.7075
NPPA-AS1 -0.2671
MIR181A2HG -0.2395
BACE1-AS -0.8263
GRIK1-AS2 -0.5415
PARP2 0.122
ZBED6 0.4867
PARP3 -0.7285
CDH6 0.7745
TOM1L1 0.1685
LOC100419868 0.5638
HMGXB4 0.6304
LOC100422737 0.23
MIR4300 -0.7075
MIR3128 -0.1224
MIR3160-2 0.4758
MIR4274 -0.1415
MIR3160-1 0.4758
MIR4287 -0.7584
MIR4319 0.1987
MIR3191 0.116
MIR3188 0.1591
MIR3183 0.1042
MIR1193 0.0813
MIR3119-1 -0.0422
MIR4317 1.0275
MIR3074 -0.2396
MIR1233-2 -1.5792
MIR514B 0.3771
MIR548T -0.7487
MIR4316 0.6946
MIR3182 -0.2277
MIR3187 -0.2766
MIR4301 -0.8263
MIR3123 0.5686
MIR4318 -0.1161
MIR4285 -0.8113
MIR3136 -0.6802
MIR4292 -0.3115
MIR4306 0.4262
MIR4265 -0.0745
MIR4320 -0.2049
MIR3115 -0.2476
MIR378C -0.2401
MIR4270 -0.1496
MIR3152 -1.6165
MIR3117 -0.1271
MIR4297 -0.2401
MIR4279 0.7745
MIR3192 0.8102
MIR3148 -0.7584
MIR3202-2 0.7122
MIR3124 0.7539
MIR3162 0.2001
MIR3170 -0.7932
MIR3120 -0.0422
MIR4325 0.124
MIR4280 0.2275
MIR4264 -0.081
MIR3194 0.1237
MIR4327 -0.5415
MIR3157 -0.2343
MIR3154 -0.3115
MIR4260 0.4867
MIR4294 0.4538
MIR3140 -0.7492
MIR4302 -0.208
MIR4255 -0.2476
MIR3190 0.116
MIR3158-1 -0.2343
MIR4288 -0.7584
MIR3193 1.4925
MIR4311 0.5836
MIR3156-2 -0.0202
MIR3129 -0.1224
MIR4295 -0.1965
MIR2861 -0.3115
MIR500B -1.2158
MIR3200 0.6048
MIR320E 0.116
MIR4253 0.175
MIR3065 0.6552
MIR3201 0.5564
MIR3167 -0.8229
MIR1972-2 -0.1906
MIR548W -0.1906
MIR4303 -0.2183
MIR4322 -0.3103
MIR4291 -0.2396
MIR3127 0.389
MIR4261 -0.1721
MIR4330 0.312
MIR4304 -0.2633
MIR4328 1.2692
MIR3143 -0.8337
MIR3153 -0.2308
MIR4275 -0.1483
MIR3142 0.4857
MIR3147 1.0036
MIR4305 -0.7649
MIR4272 -0.6857
MIR3189 0.1591
MIR3186 0.6057
MIR4326 0.0788
MIR3122 0.3888
MIR4284 -0.7581
MIR3141 0.3371
MIR4271 -0.7285
MIR3165 -0.1563
MIR4309 0.0813
MIR4273 -0.6336
MIR3131 -0.1601
MIR4268 -0.1601
MIR4281 0.6273
MIR4290 -0.2308
MIR3150A 0.7381
MIR4263 -0.1393
MIR4277 0.8742
MIR3146 -0.127
MIR4251 0.1477
MIR2909 -0.8662
MIR4312 0.5836
MIR3169 -0.7234
MIR3178 -0.0198
MIR4252 0.1477
MIR4256 -0.1941
MIR3185 0.1685
MIR4324 0.116
MIR4323 0.1806
MIR3173 0.0673
MIR4314 0.1042
MIR4308 0.2037
MIR3125 -0.1721
MIR3202-1 0.7122
MIR3156-1 0.434
MIR3155A 0.856
MIR3134 0.3009
MIR1260B -0.7075
MIR3151 1.4127
MIR3130-1 -0.1317
MIR4267 -0.0745
MIR3175 0.422
MIR4262 -0.1721
MIR4257 0.6378
MIR3199-2 0.6048
MIR4278 0.8742
MIR3145 0.2283
MIR3130-2 -0.1317
MIR3184 -0.3075
MIR4282 0.2248
MIR4329 0.3033
MIR3119-2 -0.0422
MIR3138 -0.2709
MIR3177 -0.0198
MIR4310 0.1878
MIR3196 0.0788
MIR4289 -0.2308
MIR3156-3 0.3773
MIR4307 0.2078
MIR4258 -0.1309
MIR4298 -0.2461
MIR3197 -0.3784
MIR1270-2 1.4449
MIR3198-1 0.7641
MIR4299 0.5801
MIR4266 -0.0745
MIR4254 -0.2476
MIR3126 -0.1351
MIR4321 -0.2766
MIR3121 -0.0667
MIR3158-2 -0.2343
MIR3199-1 0.6048
MIR4313 0.3939
MIR2355 -0.1317
MIR3176 -0.0198
MIR3132 -0.1601
MIR4296 -0.2021
MIR4276 -0.7381
MIR4269 -0.2134
IGLL5 0.7641
TOM1 0.6304
KLRF2 -0.1885
SH2D3C -0.3115
SH2D3A -0.3248
MAMLD1 0.312
MINOS1P1 -0.7649
MTRNR2L1 0.1224
MTRNR2L2 0.1966
MTRNR2L3 0.124
MTRNR2L4 0.1872
MTRNR2L5 0.5771
MTRNR2L6 -0.1235
MTRNR2L8 0.4609
MTRNR2L10 -1.2158
CST8 0.9033
RANBP9 -0.017
DNAJB6 -0.8603
LOC100498859 0.5336
THAP9-AS1 -0.6279
LOC100499183 1.4127
LOC100499194 -0.0745
LOC100499227 -0.8864
LOC100499405 -0.3425
LINC00674 0.6233
LINC00673 0.6946
C9orf174 -0.2396
LOC100499484 -0.2396
LOC100499489 0.9346
CDH7 0.6686
SLC17A4 -0.8958
LOC100500773 0.7381
MIR3659 -0.2476
MIR3685 -0.1635
MIR3919 0.5336
MIR3654 -0.6287
MIR3607 0.2811
MIR374C 1.2692
MIR3917 -0.2476
MIR23C -1.3049
MIR3620 0.1421
MIR3621 -0.3115
MIR3677 -0.0198
MIR3646 0.0624
MIR3616 0.0825
MIR3649 -0.2893
MIR3612 0.1
MIR3945 -0.8051
MIR3609 -0.8113
MIR3655 0.2271
MIR3910-1 -0.2308
MIR3920 -0.6877
MIR3650 0.2237
MIR3660 0.2275
MIR3909 0.6304
MIR3614 0.6531
MIR3619 1.1019
MIR3943 -0.1622
MIR550B2 -0.1622
MIR3912 0.6253
MIR3658 -0.0996
MIR3653 0.6048
MIR3924 0.572
MIR3907 -0.8382
MIR3914-1 -0.8344
MIR3606 -0.1224
MIR3926-2 -0.8092
MIR3656 -0.8864
MIR3678 0.6946
MIR3652 -0.2525
MIR3922 -0.2525
MIR3664 -0.1563
MIR642B 0.116
MIR3689A -0.3115
MIR3615 0.6946
MIR3916 0.6609
MIR3682 0.2584
MIR3918 0.2103
MIR3180-4 0.4361
MIR3605 -0.2476
MIR3671 -0.1271
MIR548Z -0.1398
MIR3939 0.2103
MIR3622A -0.7584
MIR3921 0.3009
MIR3618 0.7641
MIR3665 -0.711
MIR548AA1 0.6882
MIR3936 0.2271
MIR3941 -0.2021
MIR3684 -0.7553
MIR3913-2 1.3963
MIR3926-1 -0.8092
MIR3622B -0.7584
MIR3911 -0.3115
MIR3938 -0.6857
