SYMBOL BT474_BREAST power
MIR920 0.0663 1.04702798268725
MIR922 0.4143 1.33265191345651
MIR934 -0.5108 0.701833151009861
MIR935 0.0888 1.06348523231555
MIR936 -0.2548 0.838103312404538
MIR938 0.0593 1.04196007598888
MIR940 0.0164 1.01143247060537
MIR941-1 0.8138 1.75783541719898
MIR941-4 0.8138 1.75783541719898
MIR942 -0.1866 0.878674054645999
MIR943 -0.2719 0.82822806773997
MIR708 -0.2207 0.858148958935882
MIR885 0.0777 1.05533424423287
MIR543 0.277 1.21167266043024
MIR208B 0.8007 1.74194611910801
MIR509-3 -0.5108 0.701833151009861
MIR937 0.6926 1.61619357147806
MIR941-2 0.8138 1.75783541719898
MIR944 0.4246 1.34220031424094
MIR891A -0.5108 0.701833151009861
MIR892A -0.5108 0.701833151009861
MIR874 0.0277 1.01938568566298
MIR889 0.277 1.21167266043024
MIR190B 0.6166 1.53325749149207
MIR760 -0.2324 0.851217667377839
MIR921 0.9735 1.96359854118976
MIR933 -0.0281 0.980711023924451
MIR939 0.6926 1.61619357147806
MIR941-3 0.8138 1.75783541719898
MIR365A 0.0323 1.02264116075275
MIR365B 0.2744 1.20949097145208
SNAR-G1 0.0982 1.07043708223031
SNAR-F 0.0982 1.07043708223031
LOC100126784 0.0703 1.04993498876781
EGOT 0.0677 1.04804451812538
GHRLOS 0.0777 1.05533424423287
SNAR-A1 0.0719 1.05110004985902
SNAR-A2 0.0719 1.05110004985902
SNAR-A12 0.0719 1.05110004985902
KIAA1024L -0.5373 0.68905927574079
LOC100127888 0.5216 1.43554643745505
C10orf131 -0.2208 0.858089478644196
LOC100127983 0.6866 1.60948596910928
LOC100128023 0.4199 1.33783481992886
WWTR1-AS1 0.4306 1.3477939920859
LOC100128054 -0.2208 0.858089478644196
LOC100128071 -0.2687 0.830067175261516
LOC100128076 -0.3988 0.758488914289677
JAZF1-AS1 0.6726 1.59394295698359
LOC100128098 0.0042 1.00291545986912
HGC6.3 -0.7191 0.607476287445565
STAU2-AS1 0.2809 1.21495257489113
LOC100128164 0.4361 1.35294200659396
LOC100128176 -0.6661 0.630208011586891
TMPO-AS1 0.3207 1.24893638962787
LOC100128239 -0.2686 0.830124713127825
LOC100128252 0.0706 1.05015333931256
LOC100128264 0.4564 1.37211366654433
DNM1P35 0.0211 1.01473288006676
LOC100128288 -0.2853 0.820570958134384
LOC100128292 -0.1826 0.881113636836663
BET3L 0.0673 1.04775397876341
LOC100128338 0.6926 1.61619357147806
LOC100128361 -0.3988 0.758488914289677
C3orf74 -0.6312 0.645639164353609
FAM225B -0.4202 0.74732101644498
LOC100128398 0.0706 1.05015333931256
LOC100128420 -0.5108 0.701833151009861
C20orf78 0.3025 1.23327967357003
LOC100128505 -0.3537 0.782574496609893
LOC100128511 0.0544 1.03842714377228
LOC100128531 -0.2944 0.815411381954605
LOC100128554 0.2996 1.23080311494952
LOC100128568 -0.3648 0.776576523904821
C19orf71 -0.375 0.77110541270397
LOC100128573 -0.3648 0.776576523904821
SLC8A1-AS1 -0.1553 0.897945630923946
LOC100128593 0.0589 1.04167122335864
ACVR2B-AS1 -0.6438 0.640024927067137
LOC100128675 0.1023 1.07348348780182
LOC100128682 0.1023 1.07348348780182
LOC100128714 -2.5797 0.167275724741043
OST4 0.1008 1.07236794474953
LOC100128750 -0.362 0.778085176555419
LOC100128770 0.0164 1.01143247060537
LINC00476 -0.3988 0.758488914289677
LOC100128787 -0.2384 0.847684903887862
SRRM2-AS1 0.0164 1.01143247060537
GPR158-AS1 0.0593 1.04196007598888
LOC100128822 0.4876 1.40211044918369
LOC100128881 0.0683 1.04848047823616
FAM66B -0.0028 0.998061070052412
ZBTB42 0.277 1.21167266043024
LOC100128946 -0.2805 0.823305631828181
MAPT-AS1 -0.2426 0.845220696865603
LOC100128993 -0.3632 0.777438252585194
LOC100129027 -0.3366 0.79190539823384
LOC100129034 0.6397 1.55800514757139
LOC100129046 -0.2324 0.851217667377839
LOC100129055 0.0839 1.05987931561518
UNQ6494 -0.3988 0.758488914289677
KTN1-AS1 0.2975 1.22901285003975
LOC100129083 0.0982 1.07043708223031
KHDC1L 0.0281 1.01966835857352
LOC100129138 -0.1922 0.87526998309915
LOC100129148 0.4872 1.40172175550869
LOC100129175 -0.015 0.989656656415207
MATN1-AS1 -0.2687 0.830067175261516
LOC100129213 0.0544 1.03842714377228
LOC100129216 0.3096 1.23936402762551
LOC100129250 -1.7646 0.294308272573373
LOC100129269 -0.2426 0.845220696865603
C1orf68 -0.2045 0.867839405257048
LOC100129316 -0.3988 0.758488914289677
LOC100129345 0.277 1.21167266043024
NRADDP -0.7116 0.610642538927607
GABPB1-AS1 -0.257 0.836826242683391
FAM106CP -0.3102 0.806529942680612
MSTO2P 0.7552 1.68786556389334
RPL19P12 0.2876 1.22060804134024
LOC100129427 0.6832 1.60569735892281
DPY19L1P1 0.6431 1.56168122895738
CXorf28 1.2129 2.31803122455948
LOC100129480 0.0777 1.05533424423287
ZNF37BP 0.0567 1.04008396465312
LINC00633 -0.5108 0.701833151009861
LOC100129518 -0.7139 0.609669804664214
LOC100129520 -0.5108 0.701833151009861
LOC100129534 -0.2698 0.829434521884784
LOC100129550 0.3919 1.31212030219103
FAM47E 1.1747 2.25745933532968
LINC00462 -0.2528 0.839265976011359
LOC100129617 0.0683 1.04848047823616
LOC100129620 -0.2384 0.847684903887862
LOC100129636 0.0608 1.04304398690698
TCF24 0.2706 1.20630941336298
FGF13-AS1 -0.5108 0.701833151009861
ARRDC3-AS1 -0.5573 0.679572793070075
LOC100129722 0.0589 1.04167122335864
LOC100129726 -0.1553 0.897945630923946
CCDC152 0.684 1.60658799351407
LOC100129794 0.8717 1.82981779677772
MRVI1-AS1 0.0807 1.05753103335638
ZNF737 -0.6023 0.658702988188943
PCOLCE-AS1 0.2876 1.22060804134024
LOC100129858 -0.1916 0.875634073356952
SCXA 0.6926 1.61619357147806
LOC100129917 -0.2719 0.82822806773997
LOC100129924 -0.2742 0.826908726606597
LOC100129931 -0.2355 0.849390571781212
LOC100129935 0.0725 1.05153728099401
LOC100129961 -0.0124 0.991441806590304
HDAC6 0.2384 1.17968362467416
LOC100130000 -0.1866 0.878674054645999
LOC100130015 0.0683 1.04848047823616
FTLP10 -0.2048 0.86765896188769
LOC100130093 0.3452 1.2703270750588
MAPT-IT1 -0.2426 0.845220696865603
LOC100130155 0.2706 1.20630941336298
KIAA0494-AS1 -0.206 0.866937563514687
LOC100130231 0.6926 1.61619357147806
LOC100130238 0.2996 1.23080311494952
LOC100130264 0.3025 1.23327967357003
CCDC166 0.6926 1.61619357147806
LOC100130275 0.0441 1.03103978254985
LOC100130298 0.2706 1.20630941336298
LOC100130301 0.2809 1.21495257489113
FAM48B1 0.9123 1.88204353429073
C17orf107 -0.3153 0.803683852007168
LOC100130331 0.4837 1.39832527893665
SCGB2B3P 0.1023 1.07348348780182
LOC100130348 1.0567 2.08016792930623
LOC100130357 0.0176 1.01227410646175
LINC00552 -0.2648 0.832314109949868
LOC100130417 -0.2698 0.829434521884784
CECR7 -0.2642 0.832660331646847
PP14571 -0.0545 0.962928110730735
LOC100130451 -0.015 0.989656656415207
LOC100130452 -0.0581 0.960528282898866
LOC100130476 0.0673 1.04775397876341
LOC100130480 0.6368 1.55487650517039
TMEM221 0.2702 1.20597499973719
PARD6G-AS1 0.2583 1.19606848636818
LOC100130539 0.0567 1.04008396465312
LOC100130557 -0.2742 0.826908726606597
LOC100130581 -0.3237 0.799018050307903
CXorf64 -0.5108 0.701833151009861
LOC100130673 0.6431 1.56168122895738
LOC100130691 -0.0281 0.980711023924451
LOC100130700 0.0739 1.05255819440637
LOC100130705 0.3075 1.23756131043855
CECR5-AS1 -0.2642 0.832660331646847
LRRC70 -0.3583 0.780083249555324
LRRC69 0.6866 1.60948596910928
LOC100130744 0.684 1.60658799351407
EFCAB10 0.2876 1.22060804134024
LOC100130776 0.1315 1.09543205283268
SGK110 0.0706 1.05015333931256
LOC100130849 0.7032 1.6281120587536
LOC100130855 -0.2687 0.830067175261516
LOC100130872 -0.2719 0.82822806773997
LOC100130880 0.3075 1.23756131043855
PSORS1C3 0.0242 1.01691563796227
TSTD3 0.0938 1.06717738558572
LOC100130894 0.0683 1.04848047823616
LOC100130899 -0.3174 0.802514853504223
C17orf110 -0.3027 0.810733689689507
ZNF663 0.2629 1.19988820957775
LOC100130950 -0.3153 0.803683852007168
LOC100130954 0.0589 1.04167122335864
SYCE1L 0.0683 1.04848047823616
LOC100130964 -0.2473 0.842471624238015
C6orf99 -0.7139 0.609669804664214
LOC100130987 0.665 1.58556827322057
C7orf72 0.6832 1.60569735892281
LOC100130992 0.0544 1.03842714377228
LOC100131047 0.0686 1.04869852629249
LOC100131060 -0.1986 0.87139576085809
LOC100131067 -0.3878 0.764294206713674
LOC100131089 -0.3133 0.804798767020972
LOC100131094 -0.375 0.77110541270397
LOC100131096 -0.3027 0.810733689689507
ZBTB20-AS1 0.3837 1.30468361814781
BSPH1 -0.6626 0.631738761820123
LOC100131138 0.2858 1.21908608114549
WDR86-AS1 0.4876 1.40211044918369
TSTD1 0.5932 1.50858919706084
KIAA1984-AS1 0.0589 1.04167122335864
RPL21P28 -0.2656 0.8318527049474
SNAP25-AS1 0.2858 1.21908608114549
TMEM194B -0.0281 0.980711023924451
ZNF503-AS2 -0.1826 0.881113636836663
LOC100131234 0.6666 1.58732770015876
ANKRD63 -0.3133 0.804798767020972
LOC100131257 0.6699 1.59096268655778
LOC100131289 0.0608 1.04304398690698
LOC100131320 0.0165 1.01150258019168
LOC100131347 2.4254 5.37177917810589
LINC00605 0.277 1.21167266043024
C11orf91 0.0447 1.03146866911911
SP9 -0.0281 0.980711023924451
LOC100131434 -0.5108 0.701833151009861
CD300LD -0.3027 0.810733689689507
DBIL5P -0.2974 0.813717543382913
LOC100131496 2.1615 4.47379763532195
LOC100131551 0.4199 1.33783481992886
FKSG29 -0.2327 0.851040680042362
LOC100131564 -0.2324 0.851217667377839
LOC100131626 -0.2591 0.835609036909654
LOC100131635 0.4246 1.34220031424094
LOC100131655 0.2583 1.19606848636818
LOC100131691 0.1393 1.10137059786496
LOC100131726 0.6926 1.61619357147806
USP30-AS1 -0.2619 0.833988849523515
ARMCX4 -0.5108 0.701833151009861
PET100 -0.3648 0.776576523904821
LINC00271 0.0673 1.04775397876341
UBE2DNL -0.4556 0.729206840449111
LOC100131825 -0.3155 0.803572445490242
ZNF717 -0.2621 0.83387324213306
FAM196B 0.1545 1.11303580256158
KRTAP25-1 -0.282 0.822450068712464
ZNF705G -0.0028 0.998061070052412
RRN3P3 0.0196 1.01367838949737
LOC100132077 -0.3988 0.758488914289677
LOC100132078 -0.2591 0.835609036909654
HERC2P7 1.276 2.42166616790111
FAM66E -0.0028 0.998061070052412
LOC100132111 -0.2863 0.820002378765662
LOC100132146 -0.6438 0.640024927067137
PHKA2-AS1 0.9123 1.88204353429073
LOC100132215 -0.1973 0.87218132190529
LOC100132247 0.0196 1.01367838949737
LOC100132273 -0.3174 0.802514853504223
KIAA0664L3 -0.0406 0.972250515696652
LOC100132352 -0.271 0.828744904487992
LOC100132354 0.0686 1.04869852629249
LOC100132356 0.684 1.60658799351407
KRTAP4-9 -0.2576 0.836478288792943
ZNF705B -0.0028 0.998061070052412
GAGE12D 0.2384 1.17968362467416
NBPF10 -0.179 0.883315051481465
FCGR1C -0.2828 0.821994131979628
CLDN24 0.6924 1.61596953500399
FAM99B -0.7538 0.593039456732664
KRTAP4-7 0.4512 1.36717696977752
LOC100132526 0.0777 1.05533424423287
XGPY2 -3.236 0.106137030805855
ZRANB2-AS1 -0.223 0.85678195476857
BSN-AS2 -0.7116 0.610642538927607
LOC100132707 0.4564 1.37211366654433
CYP4F30P 0.0165 1.01150258019168
DCAF13P3 -0.257 0.836826242683391
LOC100132735 -0.6661 0.630208011586891
LOC100132741 -0.4833 0.715339493878471
KDM4A-AS1 -0.2742 0.826908726606597
LOC100132781 -0.3988 0.758488914289677
LOC100132831 0.2384 1.17968362467416
LOC100132832 0.2876 1.22060804134024
LOC100132891 0.2809 1.21495257489113
DPH3P1 0.5216 1.43554643745505
FAM159B -0.3583 0.780083249555324
FAM66D 0.2272 1.17056090442523
FAM27C -0.171 0.888226795842405
CXorf68 -0.5108 0.701833151009861
GOLGA8DP 0.9596 1.9447706151605
LOC100132987 -0.1826 0.881113636836663
LOC100133050 -0.5573 0.679572793070075
LOC100133091 0.2876 1.22060804134024
FAM27B -0.171 0.888226795842405
LOC100133123 0.9123 1.88204353429073
UBE2Q2P3 -0.7619 0.589719170932044
SPANXB2 -0.5108 0.701833151009861
FAM66A 0.2272 1.17056090442523
LINC00240 0.0608 1.04304398690698
SBF1P1 -0.5589 0.678819540494397
LOC100133267 0.2272 1.17056090442523
LOC100133286 -0.3074 0.808096785739032
LOC100133308 0.0567 1.04008396465312
HOXA-AS3 0.6726 1.59394295698359
LOC100133315 -1.2932 0.408044952112721
LOC100133445 -0.2698 0.829434521884784
LOC100133461 -0.2719 0.82822806773997
MRPL23-AS1 -0.7538 0.593039456732664
LOC100133612 -0.2698 0.829434521884784
LOC100133669 0.6926 1.61619357147806
LOC100133920 -0.1973 0.87218132190529
CD24 0.0608 1.04304398690698
LOC100133957 0.2384 1.17968362467416
LOC100133985 -0.1973 0.87218132190529
MAP3K14-AS1 -0.3237 0.799018050307903
UBOX5-AS1 0.2858 1.21908608114549
LOC100134229 0.4872 1.40172175550869
LOC100134259 -0.1553 0.897945630923946
LOC100134317 0.1023 1.07348348780182
LOC100134368 0.0164 1.01143247060537
KCNJ18 -0.2477 0.842238073884048
NDUFB2-AS1 0.4872 1.40172175550869
LOC100134868 0.3025 1.23327967357003
UBE2Q2P2 -0.7619 0.589719170932044
TEN1 -0.3027 0.810733689689507
UPK3BL 0.2876 1.22060804134024
JMJD7 -0.3133 0.804798767020972
PLA2G4B -0.3133 0.804798767020972
HDAC5 -0.3237 0.799018050307903
C17orf99 -0.3027 0.810733689689507
LOC100144595 -0.0242 0.983365741138405
LINC00029 0.8138 1.75783541719898
LOC100144597 0.8138 1.75783541719898
LOC100144602 -0.2048 0.86765896188769
LOC100144603 -0.2243 0.856010263707656
LOC100144604 -0.2857 0.8203434790927
KLLN -0.2208 0.858089478644196
PDCD6IP -0.6438 0.640024927067137
KRTAP20-4 -0.282 0.822450068712464
RNU4ATAC -0.0237 0.983706608798322
RNU6ATAC 0.0589 1.04167122335864
SCARNA9L 0.9123 1.88204353429073
PDCD6 0.7078 1.63331154146674
LOC100169752 -1.3218 0.400035517020738
PATE3 -0.2686 0.830124713127825
PEG3-AS1 0.0706 1.05015333931256
SNAR-A13 0.0719 1.05110004985902
DBIL5P2 -0.1973 0.87218132190529
BCL2L10 -0.257 0.836826242683391
SNAR-B2 0.0982 1.07043708223031
SNAR-C2 0.0719 1.05110004985902
SNAR-C4 0.0719 1.05110004985902
SNAR-E 0.0719 1.05110004985902
SNAR-H -0.1199 0.920251435383022
SNAR-I 0.4246 1.34220031424094
SNAR-C5 0.0719 1.05110004985902
SNAR-B1 0.0982 1.07043708223031
SNAR-C1 0.0719 1.05110004985902
SNAR-C3 0.0719 1.05110004985902
SNAR-D 0.0982 1.07043708223031
SNAR-G2 0.0982 1.07043708223031
SRRM5 0.1045 1.07512171708826
C19orf69 0.1045 1.07512171708826
C17orf96 2.4254 5.37177917810589
LOC100170939 0.0032 1.00222053271699
BCL2L11 -0.0298 0.979556083482242
MIR1224 0.4266 1.34406228929262
MIR1225 0.0164 1.01143247060537
TOMM6 0.0686 1.04869852629249
LOC100188947 -0.2208 0.858089478644196
LINC00426 -0.2528 0.839265976011359
LINC00092 -0.3988 0.758488914289677
DNMBP-AS1 -0.2548 0.838103312404538
DCTN1-AS1 -0.1199 0.920251435383022
SH2B3 0.2858 1.21908608114549
RAMP2-AS1 -0.2998 0.812365006253266
TPT1-AS1 -0.2528 0.839265976011359
LOC100190940 0.2996 1.23080311494952
C5orf52 0.0427 1.03003974060605
LOC100190986 0.0196 1.01367838949737
C2CD4D -0.2863 0.820002378765662
LOC100192204 0.0042 1.00291545986912
ZFHX4-AS1 0.7037 1.62867641718539
PP12613 -0.2239 0.856247633052842
FLJ16779 0.8138 1.75783541719898
FLJ41941 -0.2642 0.832660331646847
LOC100192426 0.6368 1.55487650517039
CDH4 -0.3196 0.801292012113416
GNE -0.7127 0.610177124710852
HCN4 0.3352 1.26155228499137
LOC100216001 0.0438 1.03082540614428
LOC100216479 0.0165 1.01150258019168
LOC100216545 0.2876 1.22060804134024
LOC100216546 0.2876 1.22060804134024
INSL5 -0.223 0.85678195476857
FRAT1 -0.2548 0.838103312404538
PCED1B-AS1 0.1327 1.09634358664308
TROAP 0.1315 1.09543205283268
LOC100240734 0.1315 1.09543205283268
LOC100240735 0.1315 1.09543205283268
MED16 -0.375 0.77110541270397
PIGK -0.1961 0.872907083728363
LOC100268168 0.1545 1.11303580256158
LOC100270679 0.3025 1.23327967357003
LOC100270746 0.0608 1.04304398690698
LOC100270804 0.3025 1.23327967357003
LOC100271702 0.5726 1.48720136549342
ARHGEF33 -0.1553 0.897945630923946
LOC100271722 -0.3174 0.802514853504223
LOC100271832 -0.1491 0.901812867311169
LOC100271836 0.0196 1.01367838949737
ERVV-2 0.0888 1.06348523231555
MEF2B -0.7217 0.606382490115563
AIRN -0.7139 0.609669804664214
ZNRF2P2 0.6726 1.59394295698359
MTCP1NB -0.5108 0.701833151009861
LOC100272216 0.0032 1.00222053271699
LOC100272217 0.537 1.45095220783418
LOC100272228 -0.5108 0.701833151009861
LOC100286793 -0.1866 0.878674054645999
BCDIN3D-AS1 0.1315 1.09543205283268
LOC100286922 -0.0545 0.962928110730735
VPS13A-AS1 -0.4052 0.755131602056789
ANAPC1P1 -0.1199 0.920251435383022
LOC100287010 -0.0073 0.994952805687713
LOC100287015 -0.4391 0.7375946006077
DDX11L10 0.0164 1.01143247060537
LOC100287036 0.0683 1.04848047823616
LOC100287042 -0.3027 0.810733689689507
DEFT1P2 -0.4391 0.7375946006077
LINC00421 -0.2692 0.829779545745688
LOC100287144 -0.2355 0.849390571781212
LOC100287177 0.0719 1.05110004985902
LOC100287178 -0.2355 0.849390571781212
LOC100287205 -0.2355 0.849390571781212
SH3RF3-AS1 -0.0298 0.979556083482242
LOC100287225 0.2765 1.21125279944664
ZNF729 -0.5938 0.662595357376743
TIPARP-AS1 0.4381 1.35481888311971
LOC100287238 -0.2355 0.849390571781212
MANSC4 0.1186 1.08568079995476
LOC100287314 0.1082 1.07788256093833
LOC100287327 -0.2355 0.849390571781212
PRSS46 -0.6438 0.640024927067137
LOC100287364 -0.2355 0.849390571781212
LOC100287404 -0.2355 0.849390571781212
PNMA6C -0.5108 0.701833151009861
LOC100287441 -0.2355 0.849390571781212
LOC100287478 -0.2355 0.849390571781212
LOC100287482 0.3075 1.23756131043855
LOC100287513 -0.2355 0.849390571781212
LOC100287534 0.578 1.49277838329695
ADPGK-AS1 0.3352 1.26155228499137
LINC00173 0.3706 1.29289041685016
LOXL1-AS1 0.0211 1.01473288006676
LOC100287632 0.0673 1.04775397876341
LOC100287704 0.0818 1.05833766795091
LOC100287718 0.0686 1.04869852629249
AP4B1-AS1 -0.2426 0.845220696865603
LINC00630 -0.5108 0.701833151009861
LOC100287792 -0.3318 0.794544539723139
LINC00582 -0.2394 0.84709753707607
LOC100287846 -0.2889 0.818525915517589
LOC100287879 -0.6312 0.645639164353609
TTC34 -0.2698 0.829434521884784
LGALS8-AS1 0.4012 1.32060590317749
TIMM23 -1.2114 0.431849343038118
LOC100287944 -0.2619 0.833988849523515
GM140 -0.2675 0.830757892949754
LOC100288069 -0.2698 0.829434521884784
WTAPP1 0.9737 1.96387077261749
LOC100288079 -0.2675 0.830757892949754
LOC100288122 0.6368 1.55487650517039
LOC100288123 -0.375 0.77110541270397
LOC100288181 0.6926 1.61619357147806
LOC100288198 0.0938 1.06717738558572
KRTAP22-2 -0.282 0.822450068712464
KRTAP21-3 -0.282 0.822450068712464
LOC100288346 -0.2591 0.835609036909654
ERVMER34-1 -0.2136 0.862382615105203
LOC100288428 0.0777 1.05533424423287
LOC100288432 -0.3074 0.808096785739032
MTRNR2L7 0.0839 1.05987931561518
LOC100288520 -0.2355 0.849390571781212
LOC100288524 0.5715 1.4860678632977
WHAMMP1 0.1864 1.13792068274433
LOC100288637 0.2866 1.21976227347249
PAN3-AS1 -0.2528 0.839265976011359
LOC100288748 0.6926 1.61619357147806
TMEM239 0.2858 1.21908608114549
FRG2C -0.2621 0.83387324213306
HYDIN2 -0.179 0.883315051481465
LOC100288814 0.8738 1.83248323562381
LOC100288842 0.7292 1.65771960178122
LOC100288846 0.8717 1.82981779677772
LOC100288911 -0.1553 0.897945630923946
LOC100288974 -0.2208 0.858089478644196
MOXD2P 0.4872 1.40172175550869
LOC100289019 0.537 1.45095220783418
LOC100289092 0.0196 1.01367838949737
LOC100289137 -0.6609 0.632483610080718
FAM197Y5 -3.2774 0.10313457712307
GNG12-AS1 -0.223 0.85678195476857
LOC100289187 0.2876 1.22060804134024
LINC00624 -0.179 0.883315051481465
LOC100289230 -0.5573 0.679572793070075
LINC00675 -0.2853 0.820570958134384
LOC100289341 0.0589 1.04167122335864
LOC100289361 0.4125 1.33099024722374
UBAC2-AS1 -0.2327 0.851040680042362
