SYMBOL COLO829_SKIN power
SNORD115-34 -0.5211 0.696840316379641
SNORD115-35 -0.5211 0.696840316379641
SNORD115-36 -0.5211 0.696840316379641
SNORD115-37 -0.5211 0.696840316379641
SNORD115-38 -0.5211 0.696840316379641
SNORD115-39 -0.5211 0.696840316379641
SNORD115-40 -0.5211 0.696840316379641
SNORD115-41 -0.5211 0.696840316379641
SNORD115-42 -0.5211 0.696840316379641
SNORD115-43 -0.5211 0.696840316379641
SNORD115-44 -0.5211 0.696840316379641
MIR675 0.0721 1.05124577336678
SNORD116-28 -0.5211 0.696840316379641
SNORD116-29 -0.5211 0.696840316379641
SNORD115-48 -0.5211 0.696840316379641
SNORD115-24 -0.5211 0.696840316379641
SNORD115-27 -0.5211 0.696840316379641
SNORD115-28 -0.5211 0.696840316379641
SNORD115-45 -0.5211 0.696840316379641
SNORD115-47 -0.5211 0.696840316379641
DDTL 0.4337 1.35069318657888
TLX1NB -0.5557 0.680326881492997
NAALADL1 -0.0818 0.944878019825319
CDKN2B-AS1 -0.551 0.682546858942583
GUSBP9 -0.5813 0.668361251436229
SIGLEC14 -0.0195 0.98657456593926
ACOT8 0.3857 1.30649354794857
ABI1 -0.0221 0.984798179521594
GNPDA1 -0.5807 0.668639272875372
MIMT1 -0.0132 0.990892186916976
KCNE3 -0.0818 0.944878019825319
ZBTB33 0.0192 1.01339737712869
SNHG8 0.303 1.2337071698095
LOC100093698 -0.0036 0.997507780897529
CDH3 -0.5103 0.702076429999386
TANK -0.0132 0.990892186916976
HAVCR1P1 -0.0182 0.987463960384324
POM121C 0.3602 1.28360383050446
ZSCAN30 0.0042 1.00291545986912
PSIMCT-1 0.3857 1.30649354794857
GAGE8 0.0182 1.01269518698262
ANKRD26P3 0.1351 1.09816893041881
SRA1 -0.5807 0.668639272875372
SNORD119 0.3717 1.29387657243735
SNORD121A 0.3263 1.25379371240809
SNORD125 0.3861 1.30685583509758
SNORD19B 0.3596 1.28307010567147
SNORD105B -0.0182 0.987463960384324
SNORD123 -0.5601 0.678255149030025
SNORD121B 0.3263 1.25379371240809
UCKL1-AS1 0.3857 1.30649354794857
SNORD127 -0.0193 0.986711343695511
SNORD124 0.0363 1.02548045838538
SNORD126 -0.053 0.963929807740643
SNORD11B -0.0132 0.990892186916976
SNORD12B 0.3857 1.30649354794857
SNORD111B -0.5603 0.678161129418268
LINC00577 -0.0287 0.980303242477391
LINC00583 -0.551 0.682546858942583
TMEM170B 0.3411 1.26672205316226
SNORD58C -0.0112 0.992266807762594
SCARNA27 0.3411 1.26672205316226
SNORA84 0.294 1.22603486005316
SNORA36C 0.0026 1.00180380757662
SNORA38B 0.0659 1.04673772512968
SNORA70B 0.0026 1.00180380757662
SNORA70C 0.2865 1.21967772892453
SNORA11B -0.0193 0.986711343695511
SNORA11C 0.0182 1.01269518698262
LOC100124692 0.9128 1.88269591391772
HOTAIR -0.0051 0.996471190314417
ZGLP1 -0.0182 0.987463960384324
FAM86JP 0.3637 1.28672165323409
FMR1-AS1 0.0192 1.01339737712869
MIR298 0.3857 1.30649354794857
MIR300 -0.0193 0.986711343695511
VTRNA2-1 -0.5807 0.668639272875372
MIR509-2 0.0192 1.01339737712869
MIR450B 0.0192 1.01339737712869
MIR890 0.0192 1.01339737712869
MIR891B 0.0192 1.01339737712869
MIR888 0.0192 1.01339737712869
MIR892B 0.0192 1.01339737712869
MIR541 -0.0193 0.986711343695511
MIR875 0.1336 1.09702773473719
MIR876 -0.523 0.695923195915551
MIR147B -0.5658 0.675580691146685
MIR744 0.0663 1.04702798268725
MIR877 0.3386 1.26452889189125
MIR665 -0.0193 0.986711343695511
MIR873 -0.523 0.695923195915551
MIR374B 0.0182 1.01269518698262
MIR301B 0.3607 1.28404877079032
MIR216B 0.0026 1.00180380757662
MIR920 0.003 1.00208160507963
MIR922 0.3634 1.28645411480575
MIR934 0.0192 1.01339737712869
MIR935 -0.0195 0.98657456593926
MIR936 -0.5557 0.680326881492997
MIR938 -0.011 0.992404374685819
MIR940 0.1559 1.11411642347709
MIR941-1 0.3857 1.30649354794857
MIR941-4 0.3857 1.30649354794857
MIR942 -0.5499 0.683067473365656
MIR943 -0.4983 0.707940491713514
MIR708 -0.0818 0.944878019825319
MIR885 -0.589 0.664803554090857
MIR543 -0.0193 0.986711343695511
MIR208B -0.0074 0.994883843204592
MIR509-3 0.0192 1.01339737712869
MIR937 0.1364 1.09915892689771
MIR941-2 0.3857 1.30649354794857
MIR944 0.3601 1.28351486095034
MIR891A 0.0192 1.01339737712869
MIR892A 0.0192 1.01339737712869
MIR874 -0.5807 0.668639272875372
MIR889 -0.0193 0.986711343695511
MIR190B 0.307 1.23713247868717
MIR760 -0.5702 0.673523411789834
MIR921 0.307 1.23713247868717
MIR933 -0.0132 0.990892186916976
MIR939 0.1364 1.09915892689771
MIR941-3 0.3857 1.30649354794857
MIR365A 0.1493 1.1090312361894
MIR365B 0.0656 1.0465200847681
SNAR-G1 -0.0195 0.98657456593926
SNAR-F -0.0195 0.98657456593926
LOC100126784 0.0849 1.06061422264447
EGOT -0.5605 0.678067122839494
GHRLOS -0.589 0.664803554090857
SNAR-A1 -0.0195 0.98657456593926
SNAR-A2 -0.0195 0.98657456593926
SNAR-A12 -0.0195 0.98657456593926
KIAA1024L -0.5807 0.668639272875372
LOC100127888 0.3857 1.30649354794857
C10orf131 -0.5557 0.680326881492997
LOC100127983 0.1336 1.09702773473719
LOC100128023 0.3758 1.29755887461518
WWTR1-AS1 0.3627 1.28583007478123
LOC100128054 -0.5557 0.680326881492997
LOC100128071 -0.014 0.990342871933025
LOC100128076 0.294 1.22603486005316
JAZF1-AS1 0.383 1.30405073525856
LOC100128098 -0.0221 0.984798179521594
HGC6.3 -0.0287 0.980303242477391
STAU2-AS1 0.1324 1.096115632105
LOC100128164 0.3601 1.28351486095034
LOC100128176 -0.0287 0.980303242477391
TMPO-AS1 -0.012 0.991716730738293
LOC100128239 -0.083 0.94409241915025
LOC100128252 -0.0132 0.990892186916976
LOC100128264 -0.5733 0.672077727910061
DNM1P35 -0.5658 0.675580691146685
LOC100128288 0.0663 1.04702798268725
LOC100128292 -0.5546 0.680845802622395
BET3L -0.0287 0.980303242477391
LOC100128338 0.1364 1.09915892689771
LOC100128361 0.294 1.22603486005316
C3orf74 0.3596 1.28307010567147
FAM225B 0.294 1.22603486005316
LOC100128398 -0.0132 0.990892186916976
LOC100128420 0.0192 1.01339737712869
C20orf78 0.3857 1.30649354794857
LOC100128505 0.2865 1.21967772892453
LOC100128511 -0.0221 0.984798179521594
LOC100128531 0.3607 1.28404877079032
LOC100128554 -0.012 0.991716730738293
LOC100128568 -0.0298 0.979556083482242
C19orf71 -0.0298 0.979556083482242
LOC100128573 -0.0298 0.979556083482242
SLC8A1-AS1 0.0046 1.00319356563032
LOC100128593 0.2865 1.21967772892453
ACVR2B-AS1 0.3834 1.30441234502218
LOC100128675 -0.0182 0.987463960384324
LOC100128682 -0.0182 0.987463960384324
LOC100128714 -0.5211 0.696840316379641
OST4 0.014 1.00975129759669
LOC100128750 0.1737 1.12794756296623
LOC100128770 0.1559 1.11411642347709
LINC00476 0.294 1.22603486005316
LOC100128787 -0.5702 0.673523411789834
SRRM2-AS1 0.1559 1.11411642347709
GPR158-AS1 -0.0221 0.984798179521594
LOC100128822 -0.5713 0.673010071576565
LOC100128881 -0.5482 0.683872840473319
FAM66B 0.6549 1.57450681286013
ZBTB42 -0.0193 0.986711343695511
LOC100128946 0.3799 1.30125165642422
MAPT-AS1 0.0491 1.03461929337815
LOC100128993 0.1737 1.12794756296623
LOC100129027 -0.0095 0.993436734717336
LOC100129034 0.2865 1.21967772892453
LOC100129046 -0.5702 0.673523411789834
LOC100129055 -0.5496 0.683209528022851
UNQ6494 0.2966 1.22824639102292
KTN1-AS1 -0.0193 0.986711343695511
LOC100129083 -0.0195 0.98657456593926
KHDC1L -0.0613 0.958400124067406
LOC100129138 -0.5702 0.673523411789834
LOC100129148 0.8859 1.84791705260487
LOC100129175 -0.0026 0.99819944028663
MATN1-AS1 -0.014 0.990342871933025
LOC100129213 -0.0221 0.984798179521594
LOC100129216 -0.0818 0.944878019825319
LOC100129250 0.3263 1.25379371240809
LOC100129269 -0.6 0.659753955386447
C1orf68 0.307 1.23713247868717
LOC100129316 0.2966 1.22824639102292
LOC100129345 -0.0193 0.986711343695511
NRADDP 0.3596 1.28307010567147
GABPB1-AS1 -0.5658 0.675580691146685
FAM106CP 0.0663 1.04702798268725
MSTO2P 0.307 1.23713247868717
RPL19P12 0.3498 1.27438394794497
LOC100129427 0.383 1.30405073525856
DPY19L1P1 0.383 1.30405073525856
CXorf28 -0.0228 0.984320468367326
LOC100129480 -0.589 0.664803554090857
ZNF37BP -0.5496 0.683209528022851
LINC00633 0.0192 1.01339737712869
LOC100129518 -0.0287 0.980303242477391
LOC100129520 0.0192 1.01339737712869
LOC100129534 -1e-04 0.999930687684154
LOC100129550 0.3637 1.28672165323409
FAM47E 0.2909 1.22340323834233
LINC00462 0.1303 1.09452127689955
LOC100129617 -0.5482 0.683872840473319
LOC100129620 -0.5702 0.673523411789834
LOC100129636 0.3271 1.25448915606961
TCF24 0.1324 1.096115632105
FGF13-AS1 0.0192 1.01339737712869
ARRDC3-AS1 -0.5813 0.668361251436229
LOC100129722 0.2865 1.21967772892453
LOC100129726 0.0026 1.00180380757662
CCDC152 -0.569 0.674083865868528
LOC100129794 -0.0074 0.994883843204592
MRVI1-AS1 0.0721 1.05124577336678
ZNF737 -0.0182 0.987463960384324
PCOLCE-AS1 0.3519 1.2762403035262
LOC100129858 0.2983 1.22969454846272
SCXA 0.1364 1.09915892689771
LOC100129917 -0.4983 0.707940491713514
LOC100129924 -0.014 0.990342871933025
LOC100129931 -0.4983 0.707940491713514
LOC100129935 -0.0182 0.987463960384324
LOC100129961 -0.0117 0.991922973877825
HDAC6 0.0182 1.01269518698262
LOC100130000 -0.0083 0.994263395914483
LOC100130015 -0.5482 0.683872840473319
FTLP10 0.3239 1.25170969374248
LOC100130093 0.31 1.23970769993899
MAPT-IT1 0.0491 1.03461929337815
LOC100130155 0.1324 1.096115632105
KIAA0494-AS1 -0.014 0.990342871933025
LOC100130231 0.1492 1.10895436666608
LOC100130238 -0.0085 0.994125571294056
LOC100130264 0.3857 1.30649354794857
CCDC166 0.1364 1.09915892689771
LOC100130275 0.3411 1.26672205316226
LOC100130298 0.1324 1.096115632105
LOC100130301 0.1324 1.096115632105
FAM48B1 -0.0036 0.997507780897529
C17orf107 0.0663 1.04702798268725
LOC100130331 0.3195 1.24789798546328
SCGB2B3P -0.0182 0.987463960384324
LOC100130348 -0.0818 0.944878019825319
LOC100130357 0.3411 1.26672205316226
LINC00552 0.1709 1.12576055165709
LOC100130417 -1e-04 0.999930687684154
CECR7 0.3914 1.31166563473943
PP14571 -0.0055 0.996194948133054
LOC100130451 -0.0026 0.99819944028663
LOC100130452 -0.0132 0.990892186916976
LOC100130476 -0.0287 0.980303242477391
LOC100130480 -0.5426 0.686532536478973
TMEM221 -0.0182 0.987463960384324
PARD6G-AS1 0.0293 1.02051684769873
LOC100130539 -0.5496 0.683209528022851
LOC100130557 -0.014 0.990342871933025
LOC100130581 0.0491 1.03461929337815
CXorf64 0.0192 1.01339737712869
LOC100130673 0.383 1.30405073525856
LOC100130691 -0.0132 0.990892186916976
LOC100130700 -0.5298 0.692650749182829
LOC100130705 0.8841 1.84561290901248
CECR5-AS1 0.3914 1.31166563473943
LRRC70 -0.5792 0.669334832546839
LRRC69 0.1336 1.09702773473719
LOC100130744 -0.535 0.690158676698315
EFCAB10 0.3809 1.30215392800845
LOC100130776 -0.0051 0.996471190314417
SGK110 -0.0046 0.996816600764067
LOC100130849 0.383 1.30405073525856
LOC100130855 -0.5658 0.675580691146685
LOC100130872 -0.4983 0.707940491713514
LOC100130880 0.8859 1.84791705260487
PSORS1C3 0.3386 1.26452889189125
TSTD3 -0.0183 0.987395516970415
LOC100130894 -0.5603 0.678161129418268
LOC100130899 0.3799 1.30125165642422
C17orf110 0.0659 1.04673772512968
ZNF663 0.3857 1.30649354794857
LOC100130950 0.0663 1.04702798268725
LOC100130954 0.2865 1.21967772892453
SYCE1L -0.5286 0.693227119551987
LOC100130964 0.1324 1.096115632105
C6orf99 -0.0287 0.980303242477391
LOC100130987 -0.0818 0.944878019825319
C7orf72 0.383 1.30405073525856
LOC100130992 -0.0221 0.984798179521594
LOC100131047 0.3405 1.26619534780333
LOC100131060 -0.014 0.990342871933025
LOC100131067 -0.5813 0.668361251436229
LOC100131089 -0.5658 0.675580691146685
LOC100131094 -0.0298 0.979556083482242
LOC100131096 0.0659 1.04673772512968
ZBTB20-AS1 0.3637 1.28672165323409
BSPH1 -0.0195 0.98657456593926
LOC100131138 -0.012 0.991716730738293
WDR86-AS1 -0.5713 0.673010071576565
TSTD1 0.307 1.23713247868717
KIAA1984-AS1 0.2865 1.21967772892453
RPL21P28 -0.0413 0.971778891230087
SNAP25-AS1 0.4192 1.33718585587781
TMEM194B -0.0132 0.990892186916976
ZNF503-AS2 -0.5546 0.680845802622395
LOC100131234 0.2981 1.22952408841654
ANKRD63 -0.5658 0.675580691146685
LOC100131257 0.3951 1.31503390825067
LOC100131289 0.3271 1.25448915606961
LOC100131320 0.0257 1.0179734961165
LOC100131347 0.0363 1.02548045838538
LINC00605 -0.0193 0.986711343695511
C11orf91 0.0849 1.06061422264447
SP9 -0.0132 0.990892186916976
LOC100131434 0.0192 1.01339737712869
CD300LD 0.0659 1.04673772512968
DBIL5P 0.0663 1.04702798268725
LOC100131496 0.3857 1.30649354794857
LOC100131551 0.3758 1.29755887461518
FKSG29 0.1343 1.09756014506723
LOC100131564 -0.5702 0.673523411789834
LOC100131626 -0.083 0.94409241915025
LOC100131635 0.3601 1.28351486095034
LOC100131655 0.0176 1.01227410646175
LOC100131691 -0.0132 0.990892186916976
LOC100131726 0.1492 1.10895436666608
USP30-AS1 -0.012 0.991716730738293
ARMCX4 0.0182 1.01269518698262
PET100 -0.0298 0.979556083482242
LINC00271 -0.0287 0.980303242477391
UBE2DNL 0.0182 1.01269518698262
LOC100131825 0.307 1.23713247868717
ZNF717 0.3844 1.30531680818826
FAM196B -0.5762 0.670728123334244
KRTAP25-1 -0.0095 0.993436734717336
ZNF705G 0.6549 1.57450681286013
RRN3P3 -0.4525 0.730775412848521
LOC100132077 0.294 1.22603486005316
LOC100132078 -0.083 0.94409241915025
HERC2P7 -0.0018 0.998753113085276
FAM66E 0.1755 1.12935574186283
LOC100132111 0.307 1.23713247868717
LOC100132146 0.3834 1.30441234502218
PHKA2-AS1 -0.0036 0.997507780897529
LOC100132215 0.0026 1.00180380757662
LOC100132247 -0.4525 0.730775412848521
LOC100132273 0.3799 1.30125165642422
KIAA0664L3 0.1046 1.07519624142974
LOC100132352 0.2027 1.15085015388239
LOC100132354 0.3405 1.26619534780333
LOC100132356 -0.569 0.674083865868528
KRTAP4-9 0.0363 1.02548045838538
ZNF705B 0.1755 1.12935574186283
GAGE12D 0.0182 1.01269518698262
NBPF10 0.3592 1.28271441241282
FCGR1C -1.2672 0.415465331079836
CLDN24 0.317 1.24573741556947
FAM99B 0.0721 1.05124577336678
KRTAP4-7 0.0363 1.02548045838538
LOC100132526 -0.589 0.664803554090857
XGPY2 -2.8358 0.140068067985694
ZRANB2-AS1 -0.014 0.990342871933025
BSN-AS2 0.3596 1.28307010567147
LOC100132707 -0.5733 0.672077727910061
CYP4F30P 0.0257 1.0179734961165
DCAF13P3 -0.5658 0.675580691146685
LOC100132735 -0.0287 0.980303242477391
LOC100132741 0.0182 1.01269518698262
KDM4A-AS1 -0.014 0.990342871933025
LOC100132781 0.294 1.22603486005316
LOC100132831 0.0182 1.01269518698262
LOC100132832 0.3602 1.28360383050446
LOC100132891 0.1324 1.096115632105
DPH3P1 0.3857 1.30649354794857
FAM159B -0.5792 0.669334832546839
FAM66D 0.1755 1.12935574186283
FAM27C 0.2883 1.22120042775816
CXorf68 0.0192 1.01339737712869
GOLGA8DP 0.3606 1.28395977039636
LOC100132987 -0.5546 0.680845802622395
LOC100133050 -0.5813 0.668361251436229
LOC100133091 0.3602 1.28360383050446
FAM27B 0.2027 1.15085015388239
LOC100133123 -0.0036 0.997507780897529
UBE2Q2P3 -0.5658 0.675580691146685
SPANXB2 0.0192 1.01339737712869
FAM66A 1.0601 2.08507604313151
LINC00240 0.3271 1.25448915606961
SBF1P1 0.1324 1.096115632105
LOC100133267 0.1755 1.12935574186283
LOC100133286 -0.0095 0.993436734717336
LOC100133308 -0.5496 0.683209528022851
HOXA-AS3 0.383 1.30405073525856
LOC100133315 -0.0818 0.944878019825319
LOC100133445 -1e-04 0.999930687684154
LOC100133461 -0.4983 0.707940491713514
MRPL23-AS1 0.0721 1.05124577336678
LOC100133612 -1e-04 0.999930687684154
LOC100133669 0.1492 1.10895436666608
LOC100133920 0.0026 1.00180380757662
CD24 0.3533 1.27747937594601
LOC100133957 0.0182 1.01269518698262
LOC100133985 0.0026 1.00180380757662
MAP3K14-AS1 0.0491 1.03461929337815
UBOX5-AS1 0.3717 1.29387657243735
LOC100134229 0.8859 1.84791705260487
LOC100134259 0.0026 1.00180380757662
LOC100134317 -0.0182 0.987463960384324
LOC100134368 0.1824 1.13477006639253
KCNJ18 0.0419 1.02946872362656
NDUFB2-AS1 0.8859 1.84791705260487
LOC100134868 0.3857 1.30649354794857
UBE2Q2P2 -0.5658 0.675580691146685
TEN1 0.0659 1.04673772512968
UPK3BL -1.0124 0.495720903295152
JMJD7 -0.5658 0.675580691146685
PLA2G4B -0.5658 0.675580691146685
HDAC5 0.0491 1.03461929337815
C17orf99 0.0659 1.04673772512968
LOC100144595 -0.0117 0.991922973877825
LINC00029 0.3857 1.30649354794857
LOC100144597 0.3857 1.30649354794857
LOC100144602 0.3239 1.25170969374248
LOC100144603 0.3799 1.30125165642422
LOC100144604 0.3849 1.3057692749229
KLLN -0.5551 0.680609880332732
PDCD6IP 0.3834 1.30441234502218
KRTAP20-4 -0.0095 0.993436734717336
RNU4ATAC 0.0257 1.0179734961165
RNU6ATAC 0.2865 1.21967772892453
SCARNA9L -0.0036 0.997507780897529
PDCD6 -0.5803 0.668824684748449
LOC100169752 -0.5297 0.692698761738189
PATE3 -0.083 0.94409241915025
PEG3-AS1 -0.0132 0.990892186916976
SNAR-A13 -0.0195 0.98657456593926
DBIL5P2 0.0026 1.00180380757662
BCL2L10 -0.5658 0.675580691146685
SNAR-B2 -0.0195 0.98657456593926
SNAR-C2 -0.0195 0.98657456593926
SNAR-C4 -0.0195 0.98657456593926
SNAR-E -0.0195 0.98657456593926
SNAR-H 0.0026 1.00180380757662
SNAR-I 0.3601 1.28351486095034
SNAR-C5 -0.0195 0.98657456593926
SNAR-B1 -0.0195 0.98657456593926
SNAR-C1 -0.0195 0.98657456593926
SNAR-C3 -0.0195 0.98657456593926
SNAR-D -0.0195 0.98657456593926
SNAR-G2 -0.0195 0.98657456593926
SRRM5 -0.0019 0.998683887194049
C19orf69 -0.0182 0.987463960384324
C17orf96 0.0363 1.02548045838538
LOC100170939 -0.5813 0.668361251436229
BCL2L11 0.0022 1.00152608708476
MIR1224 0.3601 1.28351486095034
MIR1225 0.1559 1.11411642347709
TOMM6 0.3405 1.26619534780333
LOC100188947 -0.5557 0.680326881492997
LINC00426 0.1272 1.09217194243191
LINC00092 0.294 1.22603486005316
DNMBP-AS1 -0.5557 0.680326881492997
DCTN1-AS1 0.0026 1.00180380757662
SH2B3 -0.012 0.991716730738293
RAMP2-AS1 0.0491 1.03461929337815
TPT1-AS1 0.1303 1.09452127689955
LOC100190940 -0.012 0.991716730738293
C5orf52 -0.5762 0.670728123334244
LOC100190986 -0.5712 0.673056722696711
C2CD4D 0.307 1.23713247868717
LOC100192204 -0.0221 0.984798179521594
ZFHX4-AS1 0.1324 1.096115632105
PP12613 0.303 1.2337071698095
FLJ16779 0.3857 1.30649354794857
FLJ41941 0.3914 1.31166563473943
LOC100192426 -0.5426 0.686532536478973
CDH4 0.3857 1.30649354794857
GNE 0.3263 1.25379371240809
HCN4 -0.5658 0.675580691146685
LOC100216001 -0.5823 0.667898139240199
LOC100216479 0.0257 1.0179734961165
LOC100216545 0.3809 1.30215392800845
LOC100216546 0.3809 1.30215392800845
INSL5 -0.014 0.990342871933025
FRAT1 -0.5557 0.680326881492997
PCED1B-AS1 -0.0051 0.996471190314417
TROAP -0.0051 0.996471190314417
LOC100240734 -0.0051 0.996471190314417
LOC100240735 -0.0051 0.996471190314417
MED16 -0.0298 0.979556083482242
PIGK 0 1
LOC100268168 -0.5762 0.670728123334244
LOC100270679 0.3857 1.30649354794857
LOC100270746 0.3271 1.25448915606961
LOC100270804 0.3857 1.30649354794857
LOC100271702 -0.0033 0.997715228377302
ARHGEF33 0.0046 1.00319356563032
LOC100271722 0.3799 1.30125165642422
LOC100271832 0.014 1.00975129759669
LOC100271836 -0.5712 0.673056722696711
ERVV-2 -0.0195 0.98657456593926
MEF2B -0.0182 0.987463960384324
AIRN -0.0287 0.980303242477391
ZNRF2P2 0.383 1.30405073525856
MTCP1NB 0.0192 1.01339737712869
LOC100272216 -2.1608 0.223632225306146
LOC100272217 0.2865 1.21967772892453
LOC100272228 0.0192 1.01339737712869
LOC100286793 -0.0083 0.994263395914483
BCDIN3D-AS1 -0.0051 0.996471190314417
LOC100286922 -0.0055 0.996194948133054
VPS13A-AS1 0.2966 1.22824639102292
ANAPC1P1 0.0026 1.00180380757662
LOC100287010 0.0138 1.009611326046
LOC100287015 0.1798 1.13272684512705
DDX11L10 0.1824 1.13477006639253
LOC100287036 -0.5482 0.683872840473319
LOC100287042 0.0659 1.04673772512968
DEFT1P2 1.44 2.71320865489534
LINC00421 0.1351 1.09816893041881
LOC100287144 -0.4983 0.707940491713514
LOC100287177 -0.0195 0.98657456593926
LOC100287178 -0.4983 0.707940491713514
LOC100287205 -0.4983 0.707940491713514
SH3RF3-AS1 0.0086 1.00597886826167
LOC100287225 -0.0112 0.992266807762594
ZNF729 -0.0182 0.987463960384324
TIPARP-AS1 0.3627 1.28583007478123
LOC100287238 -0.4983 0.707940491713514
MANSC4 0.003 1.00208160507963
LOC100287314 0.003 1.00208160507963
LOC100287327 -0.4983 0.707940491713514
PRSS46 0.3834 1.30441234502218
LOC100287364 -0.4983 0.707940491713514
LOC100287404 -0.4983 0.707940491713514
PNMA6C 0.0192 1.01339737712869
LOC100287441 -0.4983 0.707940491713514
LOC100287478 -0.4983 0.707940491713514
LOC100287482 0.8841 1.84561290901248
LOC100287513 -0.4983 0.707940491713514
LOC100287534 0.5076 1.42168318166246
ADPGK-AS1 -0.5658 0.675580691146685
LINC00173 -0.012 0.991716730738293
LOXL1-AS1 -0.5658 0.675580691146685
LOC100287632 -0.0287 0.980303242477391
LOC100287704 0.3811 1.30233445738628
LOC100287718 0.3405 1.26619534780333
AP4B1-AS1 -0.5499 0.683067473365656
LINC00630 0.0182 1.01269518698262
LOC100287792 0.3857 1.30649354794857
LINC00582 0.3195 1.24789798546328
LOC100287846 0.1324 1.096115632105
LOC100287879 0.4229 1.34061966368573
TTC34 -1e-04 0.999930687684154
LGALS8-AS1 0.3195 1.24789798546328
TIMM23 -0.57 0.673616788432845
LOC100287944 -0.012 0.991716730738293
GM140 0.3004 1.23148580638144
LOC100288069 -1e-04 0.999930687684154
WTAPP1 -0.0789 0.946779254699453
LOC100288079 0.3004 1.23148580638144
LOC100288122 0.0042 1.00291545986912
LOC100288123 -0.0298 0.979556083482242
LOC100288181 0.1492 1.10895436666608
LOC100288198 -0.0241 0.983433905219858
KRTAP22-2 -0.0095 0.993436734717336
KRTAP21-3 -0.0095 0.993436734717336
LOC100288346 -0.083 0.94409241915025
ERVMER34-1 0.3239 1.25170969374248
LOC100288428 -0.5605 0.678067122839494
LOC100288432 -0.0095 0.993436734717336
MTRNR2L7 -0.5496 0.683209528022851
LOC100288520 -0.4983 0.707940491713514
LOC100288524 0.3951 1.31503390825067
WHAMMP1 -0.5255 0.694718297179424
LOC100288637 -0.5255 0.694718297179424
PAN3-AS1 0.1272 1.09217194243191
LOC100288748 0.1336 1.09702773473719
TMEM239 0.3717 1.29387657243735
FRG2C 0.3844 1.30531680818826
HYDIN2 0.3592 1.28271441241282
LOC100288814 -0.0036 0.997507780897529
LOC100288842 0.2865 1.21967772892453
LOC100288846 -0.0074 0.994883843204592
LOC100288911 0.0046 1.00319356563032
LOC100288974 -0.5546 0.680845802622395
MOXD2P 0.9128 1.88269591391772
LOC100289019 0.2865 1.21967772892453
LOC100289092 0.1337 1.09710377754074
LOC100289137 0.3263 1.25379371240809
FAM197Y5 -3.1994 0.108864086299276
GNG12-AS1 -0.014 0.990342871933025
LOC100289187 0.3519 1.2762403035262
LINC00624 0.3592 1.28271441241282
LOC100289230 -0.5813 0.668361251436229
LINC00675 0.0663 1.04702798268725
LOC100289341 0.2865 1.21967772892453
